ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900fba,"1,829",29,0.55%,0.28%,"2,491",36,0.53%,0.24%,99.87%,100.00%,100,17,5.47%,58.62%,"2.571,95 €","414,78 €",80,5
B0FHQJSLGJ,B0FHQJSLGJ,"VINFERMATON - Insecticida Antipolillas Perfumado | Pack 3 x 300 ml | Protección para Armarios, Ropa y Tejidos | Elimina Polillas y Larvas | Aroma Agradable | Uso en Ambientes y Textiles",V1308_PACK3,579,15,0.17%,0.14%,829,20,0.18%,0.13%,99.59%,100.00%,85,4,14.68%,26.67%,"1.088,11 €","50,50 €",79,4
B08M9NWMW8,B08M9NWMW8,Arcos Juego de Cuchillos de Cocina Profesional y Afilador | 7 Piezas | Acero Inoxidable | Taco de Madera | Serie Niza | Uso Cotidiano | Apto para Lavavajillas,835800FBM,"1,983",50,0.60%,0.48%,"2,935",80,0.62%,0.54%,98.48%,100.00%,79,4,3.98%,8.00%,"4.344,21 €","219,96 €",78,4
B09DYJY471,B08MTCRCT4,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (5 Piezas),816800,"5,550",108,1.67%,1.04%,"7,990",141,1.69%,0.94%,98.16%,100.00%,79,2,1.42%,1.85%,"2.370,23 €","60,00 €",78,2
B0FHKR4Q45,B0FHKR4Q45,VINFERMATON – Insecticida Cucarachas y Hormigas | Antihormigas Instantáneo Pack 3×300 ml | Spray Eliminador Insectos Rastreros Interior y Exterior | Acción Rápida Profesional | MADE IN SPAIN,V101302_PACK3,637,47,0.19%,0.45%,868,60,0.18%,0.40%,98.07%,100.00%,78,24,12.24%,51.06%,"999,59 €","298,13 €",77,23
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000_fbm,648,19,0.20%,0.18%,949,25,0.20%,0.17%,99.14%,100.00%,88,6,13.58%,31.58%,"1.452,48 €","98,95 €",72,6
B08J488ZQG,B089QP6MYJ,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,815600_,"2,390",76,0.72%,0.73%,"3,802",116,0.80%,0.78%,99.42%,98.94%,91,22,3.81%,28.95%,"2.424,50 €","564,11 €",71,12
B0DNNL2TZQ,B0DNNFGWNJ,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (500 Ml)",22023_,682,40,0.21%,0.38%,990,66,0.21%,0.44%,99.45%,100.00%,78,11,11.44%,27.50%,"1.138,30 €","133,97 €",70,6
B0F4WTVT1Z,B09GPS4SQN,"HENDI Pasta combustible para Chafing Dish, 12 x 200 g",H194362,468,35,0.14%,0.34%,700,47,0.15%,0.31%,85.51%,62.50%,89,15,19.02%,42.86%,"1.773,84 €","295,41 €",67,9
B0CYTKGNPM,B0CW68KM18,Pelador de Cocina ARCOS - Hoja de Acero Inoxidable | Mango Ergonómico | Herramienta Versátil para Pelar Frutas y Verduras,607300_,"1,685",49,0.51%,0.47%,"2,131",67,0.45%,0.45%,86.61%,81.58%,76,18,4.51%,36.73%,"634,54 €","142,12 €",64,8
B09KJLG7BT,B08KW4BFZ9,CUPERINOX Jamonero Profesional | Soporte jamonero Tipo Gondola| Base de Corte para Usar con Cuchillo jamonero | Jamon iberico | Fabricado en España,2020CUP,560,10,0.17%,0.10%,788,15,0.17%,0.10%,97.25%,100.00%,62,2,11.07%,20.00%,"834,30 €","24,62 €",61,2
B0FHKQHYQ7,B0FHKQHYQ7,VINFERMATON – Insecticida Moscas y Mosquitos Sin Olor Pack 2×600 ml | Spray Eliminador Insectos Voladores Interior y Exterior | Acción Inmediata Profesional | 100% MADE IN SPAIN,9J-4FF5-2Q8R,293,21,0.09%,0.20%,399,28,0.08%,0.19%,94.23%,100.00%,66,20,22.53%,95.24%,"954,83 €","265,77 €",60,16
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_,324,8,0.10%,0.08%,517,8,0.11%,0.05%,98.91%,100.00%,62,2,19.14%,25.00%,"1.131,50 €","36,50 €",55,2
B07G75XCXM,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,477,14,0.14%,0.13%,802,19,0.17%,0.13%,99.10%,100.00%,63,6,13.21%,42.86%,"1.259,37 €","119,94 €",54,3
B0CYTKGNPM,B0CW66H3TR,Pelador de Tomate ARCOS - Hoja Serrada de Acero Inoxidable | Mango Ergonómico | Ideal para Tomates,607420,"1,250",21,0.38%,0.20%,"1,432",23,0.30%,0.15%,99.15%,100.00%,57,2,4.56%,9.52%,"455,43 €","15,98 €",54,2
B0H6BQ4BG5,B00UCCGND4,Vinfermatón - Insecticida Mosquitos y Moscas Concentrado Matón PS 250ml,V00002,"1,682",77,0.51%,0.74%,"2,666",120,0.56%,0.80%,13.33%,21.33%,109,29,6.48%,37.66%,"884,74 €","208,88 €",53,6
B0FGDF2SHZ,B0FGDF2SHZ,VINFERMATON Antihormigas Efecto Permanente | Insecticida Cucarachas y Hormigas Pack 2×600 ml | Efecto hasta 1 año | Interior y Exterior | Profesional y Doméstico | MADE IN SPAIN,V0013_PACK2,451,19,0.14%,0.18%,643,30,0.14%,0.20%,97.71%,100.00%,59,4,13.08%,21.05%,"951,42 €","62,74 €",52,4
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022,679,33,0.20%,0.32%,973,50,0.21%,0.33%,99.89%,100.00%,53,5,7.81%,15.15%,"635,47 €","59,95 €",50,5
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99901_12pzs,"1,020",46,0.31%,0.44%,"1,386",61,0.29%,0.41%,99.37%,100.00%,50,13,4.90%,28.26%,"593,40 €","149,77 €",48,11
B0H9YSCFRW,B0GTZB24Q5,"VINFERMATON- Fregasuelos Insecticida Pack 2×1L | Antihormigas y Anticucarachas | Elimina Hormigas, Cucarachas y Arañas |Uso Directo en Zócalos y Suelos| Friegasuelos Aroma Lavanda |100% MADE IN SPAIN",FriegasuelosInsecticida_Pack2,553,9,0.17%,0.09%,757,11,0.16%,0.07%,98.99%,100.00%,47,2,8.50%,22.22%,"669,52 €","28,48 €",46,2
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022_,679,33,0.20%,0.32%,973,50,0.21%,0.33%,99.89%,100.00%,56,4,8.25%,12.12%,"669,23 €","45,75 €",45,2
B0F9X4NXL3,B0F9KW1V3K,"Cuchillos Mesa, cuchillo carne, cuchillo mantequilla, Set 12 piezas, acero inoxidable, hoja con filo y sierra, cuchillo untar. Apto lavavajillas. Mango ergonomico",20043_12,"1,225",43,0.37%,0.41%,"1,669",59,0.35%,0.40%,99.33%,100.00%,47,6,3.84%,13.95%,"561,27 €","69,68 €",45,5
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,870,27,0.26%,0.26%,"1,294",37,0.27%,0.25%,97.48%,100.00%,46,2,5.29%,7.41%,"1.323,48 €","47,92 €",44,1
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99922,"1,020",46,0.31%,0.44%,"1,386",61,0.29%,0.41%,99.37%,100.00%,54,7,5.29%,15.22%,"645,88 €","81,95 €",43,6
B0DNNL2TZQ,B0DNN4J6Q8,"CUPERINOX Aceitera antigoteo cristal para Aceite de Oliva, Vinagre etc. A prueba de fugas, Aceitera cristal antigoteo tambien aceiteros cocina ideal para Ensaladas, BBQ, cooking oil container (125 ML)",22021,685,26,0.21%,0.25%,938,35,0.20%,0.23%,100.00%,100.00%,41,3,5.99%,11.54%,"471,97 €","35,25 €",40,3
B0189HXS8Q,B017DLLIUO,Arcos Navaja Profesional Acero Inoxidable 85 mm,485929_,793,23,0.24%,0.22%,"1,115",38,0.24%,0.25%,90.49%,100.00%,46,2,5.80%,8.70%,"338,38 €","14,98 €",39,2
B0CYTKGNPM,B0843DQCF5,ARCOS Pelador de Verduras en Juliana de Acero Inoxidable Cromado 130 Mm. Pelador Profesional para Cortes en Juliana de Verduras y Hortalizas. Apto Lavavajillas. Color Plata,607200,"1,110",21,0.33%,0.20%,"1,274",26,0.27%,0.17%,96.66%,91.67%,43,4,3.87%,19.05%,"322,45 €","29,96 €",39,2
B0F9TD2LTH,B0CS6V91GR,CUPERINOX® Cuchillos de Mesa con Mango de Madera – Set 6 Cuchillos para Carne con Filo Dentado – Estilo Palmadera tradicional – Aptos para Uso Diario,14015,731,30,0.22%,0.29%,"1,112",50,0.24%,0.33%,100.00%,100.00%,43,6,5.88%,20.00%,"817,14 €","113,89 €",38,4
B0189HXS8Q,B015QGR3CK,Arcos Serie Navajas Profesionales - Navaja Profesional - Hoja Filo de Acero Inoxidable NITRUM de 85 mm - Navaja de Acero Inoxidable Color amarillo,485900_fba,725,25,0.22%,0.24%,988,40,0.21%,0.27%,95.61%,90.91%,60,22,8.28%,88.00%,"427,52 €","153,16 €",37,3
B07F9GQZCB,B07F9GQZCB,Arcos Cuchillo para Verduras de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Vegetales Apto para Lavavajillas. Serie Latina. Color Marrón,100500,445,8,0.13%,0.08%,726,11,0.15%,0.07%,75.84%,100.00%,39,1,8.76%,12.50%,"1.442,61 €","36,99 €",37,1
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_solo_navaja,"1,587",29,0.48%,0.28%,"2,178",34,0.46%,0.23%,99.01%,100.00%,37,2,2.33%,6.90%,"369,74 €","16,52 €",36,2
B0DPKXM18X,B0DNQT7LV3,"CUPERINOX Soporte Jamonero Balancín | Jamonero Giratorio Profesional | Jamonero Madera | Incluye Cuchillo Profesional, Afilador Funda Cubre Jamón| Jamoneros Elite Collection",20265_fbm,"1,072",33,0.32%,0.32%,"1,885",65,0.40%,0.44%,98.19%,100.00%,36,0,3.36%,0.00%,"3.238,89 €","0,00 €",36,0
B0D73CM824,B0D73CM824,"Arcos Cuchillo Mesa | Cuchillo Chuletero | Cuchillo Carne| Cuchillo de Mesa | Pack 12 Unidades| Hoja de Acero Inoxidable115 mm, Mango de Polipropileno Color Negro",740000_fbm,"1,222",48,0.37%,0.46%,"1,867",75,0.39%,0.50%,99.23%,100.00%,35,2,2.86%,4.17%,"1.084,65 €","61,98 €",35,2
B0DKP7F29P,B0DJBZ1M2L,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 24 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716324,646,14,0.19%,0.13%,947,22,0.20%,0.15%,82.94%,100.00%,35,0,5.42%,0.00%,"1.347,50 €","0,00 €",35,0
B0FBRQYHVM,B0FBRLQK47,"CUPERINOX Ventilador Portatil, Camping, Exterior, Playa, Piscina, Festival| 5+ cargas movil| +48H de bateria | 20000mAh| Powerbank, Luz led, Mando a distancia y Temporizador",A270001,"2,645",100,0.80%,0.96%,"4,536",162,0.96%,1.08%,99.25%,100.00%,36,0,1.36%,0.00%,"2.150,22 €","0,00 €",34,0
B0F1N351DY,B072FGV2YH,Arcos Juego de 6 Cuchillos Mondadores Acero Inoxidable 100 mm,189100_2,"7,359",231,2.22%,2.22%,"10,945",342,2.31%,2.29%,4.33%,2.65%,33,2,0.45%,0.87%,"565,78 €","31,03 €",33,2
B0H4FXVLKL,B0786LYQTP,VINFER- Limpiador y Abrillantador Inox 600 ml | Limpieza y Protección Acero Inoxidable | Efecto Brillo Duradero | Desengrasa y Cuida Superficies Inoxidables | Spray Profesional,VP_Inox600Ml,244,14,0.07%,0.13%,335,19,0.07%,0.13%,96.08%,93.75%,39,8,15.98%,57.14%,"306,30 €","62,82 €",33,6
B0788NSRGR,B0788NSRGR,WINS-Detergente Máquinas Lavavajillas Profesional Aguas Duras 012 | Garrafa 5 L | Limpieza Potente de Vajilla en Lavavajillas Industriales | Uso Profesional | 100% Made in Spain,WINS012_5l,107,19,0.03%,0.18%,152,28,0.03%,0.19%,85.50%,92.00%,50,10,46.73%,52.63%,"833,38 €","161,78 €",33,7
B08DV2WMBQ,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500,"1,246",27,0.38%,0.26%,"1,883",45,0.40%,0.30%,99.41%,100.00%,38,3,3.05%,11.11%,"1.139,65 €","90,00 €",33,3
B08DV2WMBQ,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500_,"1,246",27,0.38%,0.26%,"1,883",45,0.40%,0.30%,99.41%,100.00%,35,2,2.81%,7.41%,"1.050,67 €","60,00 €",33,2
B0CVH8PC99,B0CQTKPL63,CUPERINOX Cuchillos Carne | Cuchillos Mesa | Cuchillos Chuleteros | 24 Piezas | Hoja Serrada | Mango Polipropileno | Acero Inoxidable | 11 cm,99901_24pzs,508,53,0.15%,0.51%,723,76,0.15%,0.51%,100.00%,100.00%,47,10,9.25%,18.87%,"924,84 €","184,88 €",32,7
B07M8DDJ9B,B07M8DDJ9B,"WINS– Ambientador Lavanda Concentrado | Perfume Intenso y Duradero para Hogar, Oficinas y Espacios Comunes | Aroma Natural Relajante | Garrafa 5L | 100% Made in Spain",WINS008,264,16,0.08%,0.15%,344,21,0.07%,0.14%,60.95%,47.37%,37,11,14.02%,68.75%,"660,16 €","195,68 €",31,7
B0DKP7F29P,B0DJBZ7G4Y,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 20 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716124,340,2,0.10%,0.02%,529,2,0.11%,0.01%,78.16%,100.00%,31,0,9.12%,0.00%,"1.052,45 €","0,00 €",31,0
B0G3ZJ89NB,B0G2MTVR24,Set Jamonero Profesional Premium - Soporte Jamonero de Bambú Giratorio + Cuchillo Jamonero 25 cm con Alvéolos + Cuchillo Deshuesador + Afilador 3 Ranuras | Maestros del Corte by Cuperinox,20271,417,9,0.13%,0.09%,725,11,0.15%,0.07%,99.52%,100.00%,31,1,7.43%,11.11%,"1.549,27 €","49,99 €",31,1
B073JC3QG7,B073JC3QG7,"VINFER- Abrillantador Mopas Spray 750 ml | Limpieza, Protege y Abrillanta Parquet, Terrazo, Mármol, Linóleum y Gres | Formato Profesional",VP_MOPAS_NARANJA,238,11,0.07%,0.11%,358,14,0.08%,0.09%,73.87%,90.91%,39,2,16.39%,18.18%,"389,60 €","19,97 €",30,1
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400_fba,"1,129",20,0.34%,0.19%,"1,736",28,0.37%,0.19%,53.61%,100.00%,38,1,3.37%,5.00%,"1.367,62 €","35,99 €",30,1
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624,663,21,0.20%,0.20%,810,25,0.17%,0.17%,99.49%,100.00%,31,0,4.68%,0.00%,"424,70 €","0,00 €",30,0
