ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900,"1,991",38,0.48%,0.33%,"2,666",57,0.46%,0.35%,99.76%,100.00%,154,4,7.73%,10.53%,"3.951,84 €","99,45 €",154,4
B0F1N351DY,B072FGV2YH,Arcos Juego de 6 Cuchillos Mondadores Acero Inoxidable 100 mm,189100,"13,745",368,3.32%,3.21%,"18,761",491,3.24%,3.03%,8.95%,2.37%,160,0,1.16%,0.00%,"2.611,26 €","0,00 €",145,0
B07YM65C6J,B007TS6HMQ,ARCOS Pinza para Pescado Acero Inoxidable,605000_caja,630,24,0.15%,0.21%,906,30,0.16%,0.19%,96.90%,22.73%,147,5,23.33%,20.83%,"1.339,54 €","44,61 €",139,4
B0FJLTDB9J,B09RP6V156,"CUPERINOX® Alicates para pedicura, Profesional, Cortaúñas de Pies, Acero Inoxidable, Mango Ergonómico Antideslizante, Fácil Limpieza, Con Funda, 2 Años de Garantía",21920AM,"1,160",30,0.28%,0.26%,"1,708",38,0.29%,0.23%,99.35%,100.00%,150,17,12.93%,56.67%,"1.585,51 €","159,84 €",139,12
B0FH2NLMGN,B0FH2NLMGN,VINFERMATON Insecticida Hormigas y Cucarachas Residual | Antihormigas | Pack 2×400 ml | Efecto hasta 1 año | Interior y Exterior | Profesional Doméstico | 100% MADE IN SPAIN,V0012_PACK2,"1,045",30,0.25%,0.26%,"1,378",37,0.24%,0.23%,98.96%,96.15%,145,15,13.88%,50.00%,"2.173,55 €","224,85 €",130,13
B08GSTDWTC,B08LVVQ3ZQ,"Arcos Serie Nova - Cuchillo para pelar, Acero Inoxidable NITRUM, Envase Ecológico, 3 colores Fucsia, Turquesa y Amarillo",703700_,"1,676",24,0.40%,0.21%,"2,254",28,0.39%,0.17%,83.24%,93.75%,137,6,8.17%,25.00%,"1.424,95 €","62,94 €",124,4
B0FDL4Q2JB,B0FDL4Q2JB,VINFERMATON – Insecticida Avispas y Avisperos Exterior Pack 2×600 ml | Antiavispas | Alcance hasta 4 m | Acción Inmediata Profesional | 100% MADE IN SPAIN,V0020_PACK_Fba,"8,677",478,2.09%,4.16%,"12,697",677,2.19%,4.18%,99.38%,98.39%,128,7,1.48%,1.46%,"2.366,72 €","129,43 €",121,5
B0FGDF2SHZ,B0FGDF2SHZ,VINFERMATON Antihormigas Efecto Permanente | Insecticida Cucarachas y Hormigas Pack 2×600 ml | Efecto hasta 1 año | Interior y Exterior | Profesional y Doméstico | MADE IN SPAIN,V0013_PACK2,"1,150",35,0.28%,0.30%,"1,597",52,0.28%,0.32%,85.40%,94.12%,136,12,11.83%,34.29%,"2.117,57 €","180,69 €",121,7
B017HKRCGK,B005LR7A1Y,ARCOS Bolsa para Cuchillos 100% Poliéster 460x275 mm,690200_,"1,799",37,0.43%,0.32%,"3,005",56,0.52%,0.35%,54.12%,60.61%,113,3,6.28%,8.11%,"1.790,75 €","46,47 €",108,3
B09DYJY471,B08MTCRCT4,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (5 Piezas),816800fbm,"6,050",104,1.46%,0.91%,"8,724",146,1.50%,0.90%,99.89%,100.00%,111,9,1.83%,8.65%,"3.321,75 €","260,27 €",107,7
B09KJLG7BT,B08KW4BFZ9,CUPERINOX Jamonero Profesional | Soporte jamonero Tipo Gondola| Base de Corte para Usar con Cuchillo jamonero | Jamon iberico | Fabricado en España,2020CUP,689,8,0.17%,0.07%,"1,004",11,0.17%,0.07%,94.99%,100.00%,112,11,16.26%,137.50%,"1.494,28 €","146,90 €",105,6
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022,551,9,0.13%,0.08%,773,11,0.13%,0.07%,100.00%,100.00%,117,4,21.23%,44.44%,"1.366,01 €","47,96 €",105,1
B017HKSTCQ,B00CFN1M6Q,ARCOS Tijeras de Cocina Multiusos 200 mm,809700_FBA,"3,087",101,0.74%,0.88%,"4,670",153,0.81%,0.95%,12.91%,5.45%,97,2,3.14%,1.98%,"1.157,79 €","23,86 €",94,1
B0F4WTVT1Z,B09GPS4SQN,"HENDI Pasta combustible para Chafing Dish, 12 x 200 g",H194362,655,54,0.16%,0.47%,993,84,0.17%,0.52%,95.56%,77.55%,101,12,15.42%,22.22%,"2.002,51 €","232,94 €",87,10
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_,"1,249",23,0.30%,0.20%,"1,744",27,0.30%,0.17%,98.44%,100.00%,94,4,7.53%,17.39%,"930,56 €","39,96 €",86,4
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99922,"1,114",32,0.27%,0.28%,"1,589",43,0.27%,0.27%,100.00%,100.00%,86,10,7.72%,31.25%,"1.011,74 €","119,90 €",82,10
B071PB1GX3,B071PB1GX3,WINS 007 - Friegasuelos Perfumado | Garrafa 5 L,WINS007,458,41,0.11%,0.36%,608,63,0.10%,0.39%,79.86%,96.23%,129,63,28.17%,153.66%,"1.254,64 €","598,80 €",80,33
B0FBRQYHVM,B0FBRNCHGJ,"CUPERINOX® Ventilador Portátil Silencioso y Recargable con Power Bank 20000mAh, +50H de batería – Ventilador de Mesa USB con Mando, Luz LED y 4 Velocidades – Ideal para Dormir, Camping y Hogar.",A27000,"1,258",50,0.30%,0.44%,"2,157",85,0.37%,0.53%,99.73%,100.00%,74,0,5.88%,0.00%,"4.442,25 €","0,00 €",71,0
B08M9NWMW8,B08M9NWMW8,Arcos Juego de Cuchillos de Cocina Profesional y Afilador | 7 Piezas | Acero Inoxidable | Taco de Madera | Serie Niza | Uso Cotidiano | Apto para Lavavajillas,835800FBM,"1,702",36,0.41%,0.31%,"2,514",53,0.43%,0.33%,99.59%,100.00%,68,4,4.00%,11.11%,"3.694,76 €","213,90 €",67,3
B0H4FZYK8Z,B0H3Q8F8RW,"VINFERMATÓN Antihormigas y Anticucarachas Pack 3 Insecticida Residual 400 ml x 3 | Total 1,2L | Efecto hasta 1 Año | Interior y Exterior | Spray Profesional",RESIDUAL400ML_PACK3,392,21,0.09%,0.18%,548,24,0.09%,0.15%,99.40%,100.00%,71,9,18.11%,42.86%,"1.339,55 €","167,55 €",66,7
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_,365,8,0.09%,0.07%,542,11,0.09%,0.07%,98.77%,100.00%,76,14,20.82%,175.00%,"1.380,52 €","255,46 €",65,5
B08DV2WMBQ,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500_,"1,282",29,0.31%,0.25%,"1,835",40,0.32%,0.25%,99.76%,100.00%,76,10,5.93%,34.48%,"2.246,28 €","299,94 €",63,8
B0GY2G2Y86,B08JCVQ4QL,"Arcos Series Niza - Juego de Cuchillos Cocina, 6 Piezas, Cuchillos Verduras 110 mm, + Cuchillo Mesa, Envase 100% Ecológico, Acero Inoxidable NITRUM",809400_,"1,731",32,0.42%,0.28%,"2,548",52,0.44%,0.32%,99.64%,100.00%,64,3,3.70%,9.38%,"1.279,69 €","59,97 €",63,3
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000_fbm,783,21,0.19%,0.18%,"1,090",28,0.19%,0.17%,99.49%,100.00%,67,0,8.56%,0.00%,"1.072,33 €","0,00 €",61,0
B0FBRQYHVM,B0FBRNCHGJ,"CUPERINOX® Ventilador Portátil Silencioso y Recargable con Power Bank 20000mAh, +50H de batería – Ventilador de Mesa USB con Mando, Luz LED y 4 Velocidades – Ideal para Dormir, Camping y Hogar.",27000,"1,258",50,0.30%,0.44%,"2,157",85,0.37%,0.53%,99.73%,100.00%,63,10,5.01%,20.00%,"3.424,89 €","473,61 €",61,9
B0H6BQ4BG5,B0H3Q5DQZ4,VINFERMATÓN Pack 2 Insecticida Mosquitos y Moscas Concentrado Matón PS 250 ml | Spray para Insectos Voladores |Acción Inmediata|Con Piretrinas Sintéticas|Formato Ligero con Dosificación Controlad,MATONPS_PACK2,226,9,0.05%,0.08%,331,15,0.06%,0.09%,98.42%,100.00%,79,10,34.96%,111.11%,"1.233,56 €","129,47 €",61,1
B0FHQJSLGJ,B0FHQJSLGJ,"VINFERMATON - Insecticida Antipolillas Perfumado | Pack 3 x 300 ml | Protección para Armarios, Ropa y Tejidos | Elimina Polillas y Larvas | Aroma Agradable | Uso en Ambientes y Textiles",V1308_PACK3,439,7,0.11%,0.06%,637,7,0.11%,0.04%,99.64%,100.00%,59,3,13.44%,42.86%,"750,37 €","36,71 €",54,2
B0F9TD2LTH,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015,"1,098",74,0.26%,0.64%,"1,750",140,0.30%,0.86%,99.49%,98.28%,88,44,8.01%,59.46%,"1.772,60 €","847,29 €",52,21
B0DNNL2TZQ,B0DNN4J6Q8,"CUPERINOX Aceitera antigoteo cristal para Aceite de Oliva, Vinagre etc. A prueba de fugas, Aceitera cristal antigoteo tambien aceiteros cocina ideal para Ensaladas, BBQ, cooking oil container (125 ML)",22021,530,14,0.13%,0.12%,733,17,0.13%,0.11%,100.00%,100.00%,56,6,10.57%,42.86%,"626,66 €","60,30 €",51,3
B0DNNL2TZQ,B0DNNF3839,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (1000 Ml)",22024_,563,25,0.14%,0.22%,884,39,0.15%,0.24%,99.88%,100.00%,55,5,9.77%,20.00%,"970,45 €","86,95 €",49,4
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,884,24,0.21%,0.21%,"1,301",44,0.22%,0.27%,98.01%,100.00%,51,1,5.77%,4.17%,"1.462,03 €","28,99 €",48,1
B0F9TD2LTH,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015_,"1,098",74,0.26%,0.64%,"1,750",140,0.30%,0.86%,99.49%,98.28%,76,3,6.92%,4.05%,"1.655,06 €","71,98 €",46,1
B0DNNL2TZQ,B0DNNFGWNJ,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (500 Ml)",22023,513,17,0.12%,0.15%,724,21,0.12%,0.13%,100.00%,100.00%,48,0,9.36%,0.00%,"709,52 €","0,00 €",46,0
B0752X4WV1,B005LR73R0,Arcos Juego Chuleteros Mango Madera 110 mm,372000,"4,475",102,1.08%,0.89%,"6,400",160,1.10%,0.99%,12.50%,7.27%,56,0,1.25%,0.00%,"1.337,36 €","0,00 €",45,0
B08J488ZQG,B089QP6MYJ,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,815600_,"2,894",75,0.70%,0.65%,"4,379",127,0.76%,0.78%,100.00%,100.00%,75,26,2.59%,34.67%,"1.968,38 €","656,73 €",45,10
B0CYTKGNPM,B0CW66H3TR,Pelador de Tomate ARCOS - Hoja Serrada de Acero Inoxidable | Mango Ergonómico | Ideal para Tomates,607420,"1,191",29,0.29%,0.25%,"1,370",32,0.24%,0.20%,94.33%,95.45%,44,0,3.69%,0.00%,"351,56 €","0,00 €",43,0
B0189HXS8Q,B017DLLIUO,Arcos Navaja Profesional Acero Inoxidable 85 mm,485929_,773,22,0.19%,0.19%,"1,102",27,0.19%,0.17%,88.92%,93.33%,67,25,8.67%,113.64%,"480,95 €","172,25 €",40,3
B0GY2G2Y86,B08JCVQ4QL,"Arcos Series Niza - Juego de Cuchillos Cocina, 6 Piezas, Cuchillos Verduras 110 mm, + Cuchillo Mesa, Envase 100% Ecológico, Acero Inoxidable NITRUM",809400,"1,731",32,0.42%,0.28%,"2,548",52,0.44%,0.32%,99.64%,100.00%,44,0,2.54%,0.00%,"879,56 €","0,00 €",40,0
B0FT8NPR4X,B0FT8NPR4X,BIOLEAF® – Gel WC + Desincrustante Baños Pack 2×750 ml | Limpieza Antical Baño | Fórmula Biodegradable con Esencias Marinas | Dermatológicamente Testado|100% MADE IN SPAIN,3429,633,6,0.15%,0.05%,757,6,0.13%,0.04%,98.19%,83.33%,40,3,6.32%,50.00%,"396,10 €","29,97 €",40,3
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99901_12pzs,"1,114",32,0.27%,0.28%,"1,589",43,0.27%,0.27%,100.00%,100.00%,41,11,3.68%,34.38%,"483,16 €","123,06 €",38,8
B0752X4WZ6,B00TA4O5YO,ARCOS Pinzas para Emplatar Acero Inoxidable 300 mm,606200,"1,164",31,0.28%,0.27%,"1,465",39,0.25%,0.24%,34.73%,0.00%,40,0,3.44%,0.00%,"459,79 €","0,00 €",37,0
B0D73CM824,B0D73CM824,"Arcos Cuchillo Mesa | Cuchillo Chuletero | Cuchillo Carne| Cuchillo de Mesa | Pack 12 Unidades| Hoja de Acero Inoxidable115 mm, Mango de Polipropileno Color Negro",740000,"1,377",30,0.33%,0.26%,"2,000",53,0.34%,0.33%,100.00%,100.00%,37,1,2.69%,3.33%,"1.140,43 €","30,99 €",37,1
B0189HXS8Q,B015QGR3CK,Arcos Serie Navajas Profesionales - Navaja Profesional - Hoja Filo de Acero Inoxidable NITRUM de 85 mm - Navaja de Acero Inoxidable Color amarillo,485900_fba,608,7,0.15%,0.06%,825,10,0.14%,0.06%,97.10%,100.00%,37,0,6.09%,0.00%,"262,92 €","0,00 €",36,0
B0DKP7F29P,B0DJBZ1M2L,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 24 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716324,737,21,0.18%,0.18%,"1,049",30,0.18%,0.19%,84.92%,89.47%,37,3,5.02%,14.29%,"1.394,04 €","115,49 €",36,3
B0788NSRGR,B0788NSRGR,WINS-Detergente Máquinas Lavavajillas Profesional Aguas Duras 012 | Garrafa 5 L | Limpieza Potente de Vajilla en Lavavajillas Industriales | Uso Profesional | 100% Made in Spain,WINS012_5l,130,23,0.03%,0.20%,176,34,0.03%,0.21%,73.55%,96.67%,46,21,35.38%,91.30%,"755,20 €","335,45 €",35,14
B0FHKQHYQ7,B0FHKQHYQ7,VINFERMATON – Insecticida Moscas y Mosquitos Sin Olor Pack 2×600 ml | Spray Eliminador Insectos Voladores Interior y Exterior | Acción Inmediata Profesional | 100% MADE IN SPAIN,9J-4FF5-2Q8R,218,17,0.05%,0.15%,292,18,0.05%,0.11%,96.23%,100.00%,42,11,19.27%,64.71%,"591,97 €","148,28 €",35,8
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624,791,15,0.19%,0.13%,987,18,0.17%,0.11%,99.58%,92.31%,34,3,4.30%,20.00%,"454,30 €","38,72 €",34,3
B08J488ZQG,B0987N2CBR,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,814000_fba,718,17,0.17%,0.15%,903,19,0.16%,0.12%,100.00%,100.00%,39,0,5.43%,0.00%,"1.079,01 €","0,00 €",34,0
B09NT4VRN7,B0812BKN39,Arcos Juego de Cuchillos Mondadores de 3 Piezas,859800_barras_arcos,"24,323",440,5.87%,3.83%,"32,256",606,5.56%,3.74%,1.75%,0.49%,35,1,0.14%,0.23%,"351,30 €","10,25 €",33,1
B0H4FXVLKL,B0786LYQTP,VINFER- Limpiador y Abrillantador Inox 600 ml | Limpieza y Protección Acero Inoxidable | Efecto Brillo Duradero | Desengrasa y Cuida Superficies Inoxidables | Spray Profesional,VP_Inox600Ml,221,10,0.05%,0.09%,294,13,0.05%,0.08%,89.71%,100.00%,38,9,17.19%,90.00%,"294,04 €","69,07 €",32,3
B0FDKX6V41,B0FDKX6V41,VINFERMATON – Insecticida Moscas y Mosquitos Perfume Limón Pack 2×600 ml | Spray Eliminador Insectos Voladores Interior y Exterior | Acción Inmediata Profesional | 100% MADE IN SPAIN,V0009_PACK2,166,5,0.04%,0.04%,220,7,0.04%,0.04%,97.54%,80.00%,40,7,24.10%,140.00%,"479,00 €","83,33 €",32,4
B017HKG9PK,B0044R87RS,Arcos Cuchillo para Maitre Negro 215 mm,151000,"2,122",57,0.51%,0.50%,"3,161",86,0.55%,0.53%,23.57%,11.11%,37,8,1.74%,14.04%,"554,64 €","119,93 €",31,4
B0G3ZJ89NB,B0G2MTVR24,Set Jamonero Profesional Premium - Soporte Jamonero de Bambú Giratorio + Cuchillo Jamonero 25 cm con Alvéolos + Cuchillo Deshuesador + Afilador 3 Ranuras | Maestros del Corte by Cuperinox,20271,404,7,0.10%,0.06%,659,16,0.11%,0.10%,99.30%,100.00%,31,1,7.67%,14.29%,"1.530,93 €","49,99 €",31,1
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400_fba,933,13,0.23%,0.11%,"1,450",22,0.25%,0.14%,55.62%,100.00%,41,1,4.39%,7.69%,"1.475,59 €","35,99 €",30,1
B0CYTKGNPM,B0843DQCF5,ARCOS Pelador de Verduras en Juliana de Acero Inoxidable Cromado 130 Mm. Pelador Profesional para Cortes en Juliana de Verduras y Hortalizas. Apto Lavavajillas. Color Plata,607200,"1,226",40,0.30%,0.35%,"1,412",48,0.24%,0.30%,98.44%,90.32%,30,2,2.45%,5.00%,"223,52 €","13,68 €",30,2
B0DKP7F29P,B0DJBZPLJF,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 28 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716524,500,15,0.12%,0.13%,746,26,0.13%,0.16%,97.55%,92.86%,31,2,6.20%,13.33%,"1.393,45 €","89,90 €",30,2
B0FHKR4Q45,B0FHKR4Q45,VINFERMATON – Insecticida Cucarachas y Hormigas | Antihormigas Instantáneo Pack 3×300 ml | Spray Eliminador Insectos Rastreros Interior y Exterior | Acción Rápida Profesional | MADE IN SPAIN,V101302_PACK3,488,11,0.12%,0.10%,655,12,0.11%,0.07%,99.32%,100.00%,32,3,6.56%,27.27%,"413,52 €","37,02 €",30,3
B07G75XCXM,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,375,8,0.09%,0.07%,583,26,0.10%,0.16%,99.19%,100.00%,31,2,8.27%,25.00%,"613,69 €","39,98 €",29,2
B0C4DTYRJW,B071LGMMGV,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (3 Piezas),862600,884,24,0.21%,0.21%,"1,416",37,0.24%,0.23%,99.85%,100.00%,28,2,3.17%,8.33%,"1.119,72 €","79,98 €",28,2
B08G8QHY23,B08G8QHY23,Arcos | cuchillos chuleteros cuchillo madera cuchillo chuletero | 6 Piezas | juego cuchillos carne | cuchillos mango madera | Envase Eco | Fabricado en España,809300_,489,6,0.12%,0.05%,693,8,0.12%,0.05%,100.00%,100.00%,40,4,8.18%,66.67%,"956,39 €","95,98 €",28,1
B0BGRT2BVV,B09G9WBKPG,Arcos Juego de 6 Cuchillos de Mesa Chuleteros Hoja 110 mm Negro 705500,805109_uss,"9,461",222,2.28%,1.93%,"13,295",318,2.29%,1.96%,42.94%,7.02%,33,4,0.35%,1.80%,"395,67 €","47,96 €",28,3
B0CN13SJ98,B0CN13SJ98,"HENDI Expositor con cubierta deslizante roll-top, Doble",H871768,524,70,0.13%,0.61%,864,101,0.15%,0.62%,82.85%,66.67%,29,9,5.53%,12.86%,"1.352,38 €","396,59 €",27,8
B0CVH8PC99,B0CQTKPL63,CUPERINOX Cuchillos Carne | Cuchillos Mesa | Cuchillos Chuleteros | 24 Piezas | Hoja Serrada | Mango Polipropileno | Acero Inoxidable | 11 cm,99901_24pzs,315,26,0.08%,0.23%,441,41,0.08%,0.25%,99.75%,100.00%,48,12,15.24%,46.15%,"938,52 €","218,88 €",27,6
B0DKP7F29P,B0DJBZ7G4Y,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 20 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716124,591,9,0.14%,0.08%,824,12,0.14%,0.07%,76.44%,100.00%,27,1,4.57%,11.11%,"917,21 €","33,95 €",27,1
B0DNNKT1W2,B0DNNFJ5J7,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (350 ml)",26110_,473,20,0.11%,0.17%,616,29,0.11%,0.18%,99.63%,100.00%,43,9,9.09%,45.00%,"638,83 €","134,92 €",27,3
