ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900,"1,940",35,0.55%,0.39%,"2,599",42,0.52%,0.33%,99.62%,100.00%,69,3,3.56%,8.57%,"1.793,31 €","77,97 €",69,3
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000,941,17,0.27%,0.19%,"1,374",24,0.27%,0.19%,99.92%,100.00%,86,0,9.14%,0.00%,"1.375,14 €","0,00 €",67,0
B07YM65C6J,B007TS6HMQ,ARCOS Pinza para Pescado Acero Inoxidable,605000_caja,427,14,0.12%,0.16%,612,33,0.12%,0.26%,76.82%,75.00%,73,7,17.10%,50.00%,"675,55 €","64,75 €",66,4
B08J488ZQG,B089QP6MYJ,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,815600_,"3,868",107,1.09%,1.20%,"6,017",181,1.20%,1.42%,99.58%,99.11%,86,21,2.22%,19.63%,"2.273,04 €","534,29 €",63,11
B0D4WK78XV,B0D4WK78XV,CUPERINOX Aceiteras para Aceite Usado | Grasera Acero Inoxidable 550ML con Filtro Metálico | Recipiente para Aceite Usado de Cocina y Grasa | Grasera Cocina Metálica 550ML 2Uds Metálico,22105y22106,"1,675",21,0.47%,0.24%,"2,505",28,0.50%,0.22%,75.78%,94.44%,63,2,3.76%,9.52%,"665,21 €","20,76 €",63,2
B08Y8NS7PN,B08MT61GJV,Arcos Juego Cuchillos Cocina | 2 pzas |Profesional (150 mm) | Cuchillo Cortador Verduras (100 mm)| Acero Inoxidable Nitrum | Mango Negro | Envase Eco,819900fbm,727,22,0.21%,0.25%,995,30,0.20%,0.24%,99.89%,93.75%,60,5,8.25%,22.73%,"1.006,50 €","84,55 €",60,5
B0FBRQYHVM,B0FBRNCHGJ,"CUPERINOX® Ventilador Portátil Silencioso y Recargable con Power Bank 20000mAh, +50H de batería – Ventilador de Mesa USB con Mando, Luz LED y 4 Velocidades – Ideal para Dormir, Camping y Hogar.",27000,"1,365",63,0.38%,0.71%,"2,029",107,0.41%,0.84%,99.53%,100.00%,64,3,4.69%,4.76%,"3.607,94 €","160,56 €",59,3
B0F1N351DY,B072FGV2YH,Arcos Juego de 6 Cuchillos Mondadores Acero Inoxidable 100 mm,189100,"12,265",304,3.46%,3.41%,"17,736",434,3.55%,3.41%,5.13%,3.91%,67,1,0.55%,0.33%,"1.137,44 €","16,49 €",58,1
B0DPKXM18X,B0DNQT7LV3,"CUPERINOX Soporte Jamonero Balancín | Jamonero Giratorio Profesional | Jamonero Madera | Incluye Cuchillo Profesional, Afilador Funda Cubre Jamón| Jamoneros Elite Collection",20265_fbm,"2,574",110,0.73%,1.23%,"4,715",219,0.94%,1.72%,99.16%,100.00%,57,0,2.21%,0.00%,"5.129,43 €","0,00 €",56,0
B089MW6B1B,B078JNZS9T,Arcos Estuche de 3 Cuchillos Básicos de Cocina. Pack de Cuchillos con Hoja de Acero Inoxidable y Mango de Polieximetileno Aptos para Lavavajillas. Serie Universal. Color Negro,807400_us,"8,807",162,2.48%,1.82%,"11,823",210,2.37%,1.65%,25.33%,24.43%,57,1,0.65%,0.62%,"2.334,77 €","40,49 €",55,1
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_us,629,15,0.18%,0.17%,936,17,0.19%,0.13%,99.16%,100.00%,61,4,9.70%,26.67%,"1.100,25 €","70,00 €",55,3
B0F9TD2LTH,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015,"1,115",71,0.31%,0.80%,"1,711",121,0.34%,0.95%,70.07%,94.38%,103,53,9.24%,74.65%,"2.066,57 €","1.015,67 €",54,21
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_,"1,091",23,0.31%,0.26%,"1,586",30,0.32%,0.24%,98.92%,100.00%,56,3,5.13%,13.04%,"559,44 €","29,97 €",52,3
B06XD39V8J,B06XD39V8J,VINFERMATON – Insecticida Cucarachas y Hormigas Residual 400 ml | Spray Efecto Duradero para Interior y Exterior | Profesional Doméstico | 100 % MADE IN SPAIN,V0012_,"2,125",74,0.60%,0.83%,"3,078",98,0.62%,0.77%,57.92%,91.04%,71,4,3.34%,5.41%,"600,86 €","33,76 €",50,4
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,"1,046",46,0.29%,0.52%,"1,530",64,0.31%,0.50%,100.00%,100.00%,49,9,4.68%,19.57%,"1.415,48 €","255,88 €",46,8
B0CYTKGNPM,B0CW68KM18,Pelador de Cocina ARCOS - Hoja de Acero Inoxidable | Mango Ergonómico | Herramienta Versátil para Pelar Frutas y Verduras,607300,924,36,0.26%,0.40%,"1,134",50,0.23%,0.39%,61.32%,31.43%,47,3,5.09%,8.33%,"355,56 €","18,96 €",44,3
B08M9NWMW8,B08M9NWMW8,Arcos Juego de Cuchillos de Cocina Profesional y Afilador | 7 Piezas | Acero Inoxidable | Taco de Madera | Serie Niza | Uso Cotidiano | Apto para Lavavajillas,835800FBM,784,16,0.22%,0.18%,"1,167",23,0.23%,0.18%,99.60%,100.00%,43,0,5.48%,0.00%,"2.216,07 €","0,00 €",43,0
B098BLF7X6,B098BLF7X6,"Tradineur - Grasera metálica para pescado con filtro, aceitera con colador para conservación de aceite de acero inoxidable, recipiente para colar aceites - Ø 9 cm",22106_us,434,6,0.12%,0.07%,567,6,0.11%,0.05%,99.80%,100.00%,44,2,10.14%,33.33%,"318,26 €","14,98 €",43,2
B06XB92VRH,B07T6J5JWM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 12 Tazas,25035_2,842,13,0.24%,0.15%,"1,333",27,0.27%,0.21%,98.31%,100.00%,42,0,4.99%,0.00%,"1.033,66 €","0,00 €",41,0
B08J488ZQG,B0987N2CBR,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,814000FBM,973,23,0.27%,0.26%,"1,158",26,0.23%,0.20%,99.24%,92.86%,48,2,4.93%,8.70%,"1.230,51 €","51,78 €",38,2
B06XB92VRH,B00YU2ZWGG,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 10 Tazas,25034_fbm,711,10,0.20%,0.11%,"1,054",11,0.21%,0.09%,98.20%,100.00%,37,0,5.20%,0.00%,"667,63 €","0,00 €",36,0
B06XB92VRH,B07T6J5JWM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 12 Tazas,25035,842,13,0.24%,0.15%,"1,333",27,0.27%,0.21%,98.31%,100.00%,36,1,4.28%,7.69%,"1.007,64 €","27,99 €",36,1
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624,628,9,0.18%,0.10%,771,14,0.15%,0.11%,98.79%,100.00%,36,2,5.73%,22.22%,"479,89 €","22,01 €",36,2
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000_fmb,"1,046",46,0.29%,0.52%,"1,530",64,0.31%,0.50%,100.00%,100.00%,38,0,3.63%,0.00%,"1.027,67 €","0,00 €",34,0
B0D4WK78XV,B0D4WK78XV,CUPERINOX Aceiteras para Aceite Usado | Grasera Acero Inoxidable 550ML con Filtro Metálico | Recipiente para Aceite Usado de Cocina y Grasa | Grasera Cocina Metálica 550ML 2Uds Metálico,F22105-22106,"1,675",21,0.47%,0.24%,"2,505",28,0.50%,0.22%,75.78%,94.44%,35,0,2.09%,0.00%,"419,65 €","0,00 €",34,0
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022_,446,15,0.13%,0.17%,632,24,0.13%,0.19%,99.64%,100.00%,35,1,7.85%,6.67%,"367,65 €","9,99 €",34,1
B08G8QCM5H,B08G8QCM5H,ARCOS cuchillo pelador | 6 PIEZAS | cuchillo de pelar | cuchillos pelar patatas | Hoja 100 mm | Negro | cuchillo arcos pelador Acero Inoxidable,816500_,"1,103",27,0.31%,0.30%,"1,460",30,0.29%,0.24%,99.45%,100.00%,35,2,3.17%,7.41%,"649,65 €","31,38 €",32,2
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624_fbm,628,9,0.18%,0.10%,771,14,0.15%,0.11%,98.79%,100.00%,33,1,5.25%,11.11%,"452,10 €","13,70 €",32,1
B08GSTDWTC,B08G4D9718,"Arcos | Cuchillos 3 Colores | Cuchillo de pelar | Cuchillos pelar Patatas | Acero Inoxidable Nitrum| Envase Ecológico | Cuchillo Colores (85 mm, Amarillo, Turquesa, Naranja)",816700_francia,470,14,0.13%,0.16%,605,18,0.12%,0.14%,98.87%,100.00%,31,3,6.60%,21.43%,"302,41 €","29,25 €",31,3
B0FBRQYHVM,B0FBRLQK47,"CUPERINOX Ventilador Portatil, Camping, Exterior, Playa, Piscina, Festival| 5+ cargas movil| +48H de bateria | 20000mAh| Powerbank, Luz led, Mando a distancia y Temporizador",27001,875,48,0.25%,0.54%,"1,237",74,0.25%,0.58%,99.62%,98.31%,37,9,4.23%,18.75%,"2.075,63 €","523,91 €",30,3
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_us,511,19,0.14%,0.21%,835,37,0.17%,0.29%,97.09%,100.00%,40,14,7.83%,73.68%,"781,50 €","269,46 €",28,3
B0C4DTYRJW,B094QVHPQ8,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (4 Piezas),813500FBM,"1,042",21,0.29%,0.24%,"1,420",31,0.28%,0.24%,99.54%,100.00%,27,3,2.59%,14.29%,"965,21 €","113,85 €",27,3
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022,446,15,0.13%,0.17%,632,24,0.13%,0.19%,99.64%,100.00%,29,3,6.50%,20.00%,"347,71 €","35,97 €",27,2
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,511,19,0.14%,0.21%,835,37,0.17%,0.29%,97.09%,100.00%,30,3,5.87%,15.79%,"599,70 €","59,97 €",26,2
B089M821V5,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500_,"1,204",32,0.34%,0.36%,"1,588",49,0.32%,0.39%,95.33%,96.43%,29,2,2.41%,6.25%,"869,71 €","59,98 €",25,2
B0F54LTCFF,B0044R87QE,Arcos Cuchillo Cocina Acero Inoxidable 200 mm,280604_,"3,054",77,0.86%,0.86%,"4,196",104,0.84%,0.82%,12.41%,13.11%,31,3,1.02%,3.90%,"635,52 €","61,47 €",24,3
B017DLH9RA,B017DLH9RA,ARCOS Cuchillo Abre Ostras Acero Inoxidable 60 mm,227200_us,197,10,0.06%,0.11%,265,19,0.05%,0.15%,93.83%,73.33%,34,7,17.26%,70.00%,"271,66 €","55,93 €",24,3
B0F9TD2LTH,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015_,"1,115",71,0.31%,0.80%,"1,711",121,0.34%,0.95%,70.07%,94.38%,35,0,3.14%,0.00%,"685,43 €","0,00 €",24,0
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_solo_navaja,"1,091",23,0.31%,0.26%,"1,586",30,0.32%,0.24%,98.92%,100.00%,25,0,2.29%,0.00%,"239,60 €","0,00 €",24,0
B0C4DTYRJW,B071LGMMGV,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (3 Piezas),862600_,918,23,0.26%,0.26%,"1,259",28,0.25%,0.22%,99.30%,100.00%,23,1,2.51%,4.35%,"853,77 €","33,99 €",23,1
B08JCVQ4QL,B08JCVQ4QL,"Arcos Series Niza - Juego de Cuchillos Cocina, 6 Piezas, Cuchillos Verduras 110 mm, + Cuchillo Mesa, Envase 100% Ecológico, Acero Inoxidable NITRUM",809400_,720,19,0.20%,0.21%,969,23,0.19%,0.18%,99.88%,100.00%,25,2,3.47%,10.53%,"457,75 €","39,98 €",23,1
B08NW1VQRT,B08NW1VQRT,CUPERINOX Navaja para Setas y Champiñones | Acero Inoxidable | Con Cepillo y Funda Incluida | Micológica,2181,184,3,0.05%,0.03%,251,10,0.05%,0.08%,98.72%,100.00%,24,2,13.04%,66.67%,"242,45 €","20,98 €",23,2
B0FJLTDB9J,B09RP6V156,"CUPERINOX® Alicates para pedicura, Profesional, Cortaúñas de Pies, Acero Inoxidable, Mango Ergonómico Antideslizante, Fácil Limpieza, Con Funda, 2 Años de Garantía",21920AM,147,7,0.04%,0.08%,278,8,0.06%,0.06%,96.28%,100.00%,23,1,15.65%,14.29%,"251,27 €","9,49 €",23,1
B0937XXT33,B01CQT1B5U,"Arcos Cuchillos de Mesa Juego de Cuchillos Chuleteros Cuchillos de Mesa, Monoblock de una pieza de Acero Inoxidable 110 mm, Color Plata (12 uds)",702000,535,17,0.15%,0.19%,871,34,0.17%,0.27%,82.71%,100.00%,23,1,4.30%,5.88%,"1.103,77 €","47,99 €",21,1
B07F9GQZCB,B07F9GQZCB,Arcos Cuchillo para Verduras de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Vegetales Apto para Lavavajillas. Serie Latina. Color Marrón,100500,310,8,0.09%,0.09%,460,8,0.09%,0.06%,100.00%,100.00%,22,0,7.10%,0.00%,"813,78 €","0,00 €",21,0
B08Y8NS7PN,B08XZ8X815,"Arcos serie Maitre - juego de Cuchillos, 2 Pza, Cuchillo Cocina Profesional 150mm + Cuchillo universal 100mm, Acero Inoxidable, Rosa, Eco",814600_fmb,257,3,0.07%,0.03%,369,4,0.07%,0.03%,99.03%,100.00%,21,0,8.17%,0.00%,"342,69 €","0,00 €",21,0
B0D73CM824,B0D73CM824,"Arcos Cuchillo Mesa | Cuchillo Chuletero | Cuchillo Carne| Cuchillo de Mesa | Pack 12 Unidades| Hoja de Acero Inoxidable115 mm, Mango de Polipropileno Color Negro",740000,860,12,0.24%,0.13%,"1,150",18,0.23%,0.14%,99.80%,100.00%,22,0,2.56%,0.00%,"636,78 €","0,00 €",21,0
B0843QFQB7,B0843QFQB7,Arcos Set Cuchillos 5 piezas Acero Inoxidable Nitrum. Cuchillo Cocina Profesional Afilado para Cortar Carne. Mango Ergonómico Polioximetileno POM. Serie Opera. Diseño Clásico. Color Negro.,227000,971,38,0.27%,0.43%,"1,435",54,0.29%,0.42%,94.87%,97.44%,20,1,2.06%,2.63%,"2.590,24 €","138,89 €",20,1
B08M5K93QF,B08M5K93QF,Arcos Juego Cuchillos Mesa | 6 Uds | Cuchillo Postre | Cuchillos Mesa | Cuchillo Carne | Hoja 105 mm | Acero Inoxidable Martensítico | Mango Polipropileno | Apto lavavajillas | Envase Ecológico,703500_etq,136,2,0.04%,0.02%,184,3,0.04%,0.02%,100.00%,100.00%,22,0,16.18%,0.00%,"241,78 €","0,00 €",20,0
B08M9QRSW8,B08M9QRSW8,Arcos | Juego Cuchillos cuchillos mesa | 6 Uds | cuchillo fruta | cuchillo postre | Hoja 110 mm | Acero Inoxidable Martensítico | Mango Nylon | apto lavavajillas | Envase Ecológico,703600_barras_arcos,99,3,0.03%,0.03%,151,4,0.03%,0.03%,98.57%,100.00%,29,0,29.29%,0.00%,"267,77 €","0,00 €",20,0
B06XB92VRH,B00YU2ZWGG,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 10 Tazas,25034,711,10,0.20%,0.11%,"1,054",11,0.21%,0.09%,98.20%,100.00%,20,2,2.81%,20.00%,"392,06 €","32,24 €",19,1
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400_fba,736,17,0.21%,0.19%,"1,101",21,0.22%,0.17%,81.88%,100.00%,21,2,2.85%,11.76%,"755,19 €","71,38 €",19,1
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_,629,15,0.18%,0.17%,936,17,0.19%,0.13%,99.16%,100.00%,20,2,3.18%,13.33%,"358,66 €","30,16 €",19,2
B08LVZCG23,B08LVZCG23,Arcos Juego de Cuchillos de Cocina Rosa | 3 pz | Cuchillo Chef para pelar Verduras | Edición Limitada | Solidaria,814500_fba,801,18,0.23%,0.20%,"1,121",28,0.22%,0.22%,99.37%,100.00%,20,0,2.50%,0.00%,"599,80 €","0,00 €",19,0
B0714CRSCQ,B0714CRSCQ,Arcos Cuchillo Mondador Negro 100 mm,150300,286,10,0.08%,0.11%,417,12,0.08%,0.09%,60.83%,0.00%,23,0,8.04%,0.00%,"229,01 €","0,00 €",18,0
B08JCVQ4QL,B08JCVQ4QL,"Arcos Series Niza - Juego de Cuchillos Cocina, 6 Piezas, Cuchillos Verduras 110 mm, + Cuchillo Mesa, Envase 100% Ecológico, Acero Inoxidable NITRUM",809400,720,19,0.20%,0.21%,969,23,0.19%,0.18%,99.88%,100.00%,18,1,2.50%,5.26%,"359,82 €","19,99 €",18,1
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99922,480,25,0.14%,0.28%,641,30,0.13%,0.24%,100.00%,100.00%,18,0,3.75%,0.00%,"216,22 €","0,00 €",18,0
B0B3CWSDRQ,B00CF20V2I,ARCOS Chaira Afilador Manual Acero Carbono Cromado Negro 230 mm,278100_,178,6,0.05%,0.07%,255,9,0.05%,0.07%,83.48%,100.00%,19,1,10.67%,16.67%,"223,56 €","11,49 €",17,1
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400,736,17,0.21%,0.19%,"1,101",21,0.22%,0.17%,81.88%,100.00%,19,3,2.58%,17.65%,"681,11 €","105,27 €",17,1
B08VRP7CR7,B08MTXC14T,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos Carne Cuchillo chuleteros | Cubiertos Acero Inoxidable | Hoja 110 mm | Mango Redondo y Forma Ovalada | monobock | Caja Envase Ecológico (6 unidades),809900,276,12,0.08%,0.13%,396,14,0.08%,0.11%,99.17%,100.00%,19,0,6.88%,0.00%,"489,81 €","0,00 €",17,0
B08ZNM265D,B08ZNM265D,Arcos | cuchillos de mesa cuchillo mesa tradicional | 6 Piezas cuchillo chuletero | mango nailon | Envase Eco | Fabricado en España,704400_fba,298,6,0.08%,0.07%,402,9,0.08%,0.07%,100.00%,100.00%,21,0,7.05%,0.00%,"566,79 €","0,00 €",17,0
B0CYTKGNPM,B0CW66H3TR,Pelador de Tomate ARCOS - Hoja Serrada de Acero Inoxidable | Mango Ergonómico | Ideal para Tomates,607420,722,11,0.20%,0.12%,803,14,0.16%,0.11%,91.49%,100.00%,23,2,3.19%,18.18%,"183,90 €","15,98 €",17,1
B06XB92VRH,B00YU2YTTM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 4 Tazas,25032,535,8,0.15%,0.09%,776,11,0.16%,0.09%,73.31%,75.00%,16,0,2.99%,0.00%,"271,20 €","0,00 €",16,0
