ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B08GSTDWTC,B08LVVQ3ZQ,"Arcos Serie Nova - Cuchillo para pelar, Acero Inoxidable NITRUM, Envase Ecológico, 3 colores Fucsia, Turquesa y Amarillo",703700_,"1,780",27,0.43%,0.27%,"2,676",39,0.46%,0.27%,99.79%,100.00%,177,3,9.94%,11.11%,"1.831,07 €","31,47 €",163,2
B089MW6B1B,B078JNZS9T,Arcos Estuche de 3 Cuchillos Básicos de Cocina. Pack de Cuchillos con Hoja de Acero Inoxidable y Mango de Polieximetileno Aptos para Lavavajillas. Serie Universal. Color Negro,807400_us,"8,025",124,1.92%,1.23%,"10,789",177,1.85%,1.23%,62.08%,56.14%,135,3,1.68%,2.42%,"5.706,34 €","126,97 €",133,3
B0D4WK78XV,B0D4WK78XV,CUPERINOX Aceiteras para Aceite Usado | Grasera Acero Inoxidable 550ML con Filtro Metálico | Recipiente para Aceite Usado de Cocina y Grasa | Grasera Cocina Metálica 550ML 2Uds Metálico,F22105-22106,"1,815",36,0.43%,0.36%,"2,619",50,0.45%,0.35%,99.01%,100.00%,129,2,7.11%,5.56%,"1.489,22 €","21,90 €",128,2
B0DPKXM18X,B0DNQT7LV3,"CUPERINOX Soporte Jamonero Balancín | Jamonero Giratorio Profesional | Jamonero Madera | Incluye Cuchillo Profesional, Afilador Funda Cubre Jamón| Jamoneros Elite Collection",20265_fbm,"4,769",194,1.14%,1.93%,"7,706",356,1.32%,2.48%,99.19%,100.00%,127,1,2.66%,0.52%,"11.318,73 €","84,99 €",123,1
B07YM65C6J,B007TS6HMQ,ARCOS Pinza para Pescado Acero Inoxidable,605000_605010,693,22,0.17%,0.22%,956,35,0.16%,0.24%,96.59%,92.31%,131,19,18.90%,86.36%,"1.224,07 €","172,14 €",120,11
B0D4WK78XV,B0D4WK78XV,CUPERINOX Aceiteras para Aceite Usado | Grasera Acero Inoxidable 550ML con Filtro Metálico | Recipiente para Aceite Usado de Cocina y Grasa | Grasera Cocina Metálica 550ML 2Uds Metálico,22105-22106,"1,815",36,0.43%,0.36%,"2,619",50,0.45%,0.35%,99.01%,100.00%,109,8,6.01%,22.22%,"1.303,92 €","92,93 €",107,7
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900,"1,902",34,0.45%,0.34%,"2,504",42,0.43%,0.29%,99.96%,100.00%,103,5,5.42%,14.71%,"2.660,07 €","129,95 €",103,5
B09DYJY471,B08MTCRCT4,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (5 Piezas),816800fbm,"6,316",103,1.51%,1.02%,"8,709",142,1.49%,0.99%,99.76%,100.00%,84,9,1.33%,8.74%,"2.465,23 €","263,48 €",83,8
B0752X4WV1,B005LR73R0,Arcos Juego Chuleteros Mango Madera 110 mm,372000,"2,899",70,0.69%,0.70%,"4,179",109,0.72%,0.76%,37.12%,41.77%,90,9,3.10%,12.86%,"2.153,11 €","212,75 €",74,7
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022,590,21,0.14%,0.21%,857,32,0.15%,0.22%,99.87%,100.00%,83,3,14.07%,14.29%,"986,09 €","35,97 €",74,2
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000,"1,073",27,0.26%,0.27%,"1,526",54,0.26%,0.38%,99.85%,100.00%,76,0,7.08%,0.00%,"1.211,92 €","0,00 €",66,0
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624,"1,004",18,0.24%,0.18%,"1,289",21,0.22%,0.15%,99.55%,100.00%,60,2,5.98%,11.11%,"810,26 €","25,02 €",60,2
B0CYTKGNPM,B0CW68KM18,Pelador de Cocina ARCOS - Hoja de Acero Inoxidable | Mango Ergonómico | Herramienta Versátil para Pelar Frutas y Verduras,607300,"1,299",32,0.31%,0.32%,"1,533",35,0.26%,0.24%,69.15%,88.24%,61,1,4.70%,3.13%,"466,17 €","7,65 €",58,1
B0F1N351DY,B072FGV2YH,Arcos Juego de 6 Cuchillos Mondadores Acero Inoxidable 100 mm,189100_2,"6,403",183,1.53%,1.82%,"9,026",271,1.55%,1.89%,50.33%,30.34%,59,18,0.92%,9.84%,"1.009,67 €","302,42 €",55,15
B0B3CWSDRQ,B00CF20V2I,ARCOS Chaira Afilador Manual Acero Carbono Cromado Negro 230 mm,278100_,628,19,0.15%,0.19%,909,27,0.16%,0.19%,84.26%,86.36%,53,4,8.44%,21.05%,"629,64 €","45,96 €",52,4
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,907,27,0.22%,0.27%,"1,327",41,0.23%,0.29%,98.23%,100.00%,57,8,6.28%,29.63%,"1.640,83 €","231,92 €",51,6
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624_fbm,"1,004",18,0.24%,0.18%,"1,289",21,0.22%,0.15%,99.55%,100.00%,51,1,5.08%,5.56%,"699,14 €","13,70 €",51,1
B08J488ZQG,B089QP6MYJ,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,815600_,"3,157",91,0.75%,0.91%,"4,874",143,0.84%,0.99%,99.93%,100.00%,79,41,2.50%,45.05%,"2.065,09 €","1.048,59 €",50,20
B017HKRCGK,B005LR7AWI,ARCOS Bolsa Portacuchillos 8 Piezas Poliéster 500x510mm,690400_,718,15,0.17%,0.15%,"1,009",23,0.17%,0.16%,73.11%,78.57%,50,3,6.96%,20.00%,"1.248,82 €","73,47 €",48,2
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000_fbm,"1,073",27,0.26%,0.27%,"1,526",54,0.26%,0.38%,99.85%,100.00%,57,10,5.31%,37.04%,"936,33 €","161,30 €",48,8
B06XB92VRH,B07T6J5JWM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 12 Tazas,25035,610,16,0.15%,0.16%,973,30,0.17%,0.21%,97.94%,100.00%,46,4,7.54%,25.00%,"1.222,58 €","104,00 €",46,4
B0F4WTVT1Z,B09GPS4SQN,"HENDI Pasta combustible para Chafing Dish, 12 x 200 g",H194362,"1,190",53,0.28%,0.53%,"1,858",90,0.32%,0.63%,44.50%,41.79%,52,6,4.37%,11.32%,"1.069,50 €","123,00 €",45,5
B0DNNL2TZQ,B0DNN4J6Q8,"CUPERINOX Aceitera antigoteo cristal para Aceite de Oliva, Vinagre etc. A prueba de fugas, Aceitera cristal antigoteo tambien aceiteros cocina ideal para Ensaladas, BBQ, cooking oil container (125 ML)",22021,675,24,0.16%,0.24%,943,38,0.16%,0.26%,99.76%,100.00%,48,0,7.11%,0.00%,"525,72 €","0,00 €",44,0
B0B8Z4CJBC,B07F2YVB15,"Arcos Juego Cuchillos Pelar Acero Inoxidable Nitrum 4""",136500_2,"1,395",36,0.33%,0.36%,"2,027",46,0.35%,0.32%,48.34%,35.48%,46,5,3.30%,13.89%,"885,04 €","96,20 €",43,4
B09QDH8MSK,B07N8VWHT9,Arcos Tacos - Bloque Universal para Cuchillos hasta 20 cm - Hecho de Caucho Termoplástico 220 x 160 x 65 mm - Color Negro,794500_,"1,183",30,0.28%,0.30%,"1,709",40,0.29%,0.28%,49.80%,35.71%,43,1,3.63%,3.33%,"1.118,00 €","25,99 €",43,1
B017HKG9PK,B0044R87RS,Arcos Cuchillo para Maitre Negro 215 mm,151000,"4,145",102,0.99%,1.01%,"6,084",137,1.04%,0.95%,10.19%,18.00%,39,4,0.94%,3.92%,"584,61 €","59,96 €",39,4
B0CYTKGNPM,B0843DQCF5,ARCOS Pelador de Verduras en Juliana de Acero Inoxidable Cromado 130 Mm. Pelador Profesional para Cortes en Juliana de Verduras y Hortalizas. Apto Lavavajillas. Color Plata,607200,"1,224",28,0.29%,0.28%,"1,521",35,0.26%,0.24%,65.56%,52.94%,39,2,3.19%,7.14%,"292,83 €","14,98 €",37,2
B08M7BMR2S,B00I9XTLSC,ARCOS Afilador Profesional Manual Cerámica y Carbono Rojo-Negro,610600_2,"6,852",145,1.64%,1.44%,"9,942",222,1.71%,1.54%,4.18%,12.86%,36,1,0.53%,0.69%,"485,86 €","13,49 €",36,1
B08J488ZQG,B0987N2CBR,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,814000_fba,879,19,0.21%,0.19%,"1,082",26,0.19%,0.18%,100.00%,100.00%,44,1,5.01%,5.26%,"1.211,56 €","27,99 €",36,1
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_,891,20,0.21%,0.20%,"1,255",35,0.22%,0.24%,99.01%,100.00%,42,0,4.71%,0.00%,"410,28 €","0,00 €",36,0
B08MT437W9,B08MT437W9,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | 6 pzas | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina serie Niza | Apto lavavajillas,812900fbm,"9,032",95,2.16%,0.95%,"11,159",127,1.92%,0.88%,99.89%,100.00%,36,13,0.40%,13.68%,"1.167,99 €","420,72 €",34,11
B0DNNL2TZQ,B0DNNFGWNJ,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (500 Ml)",22023_,347,10,0.08%,0.10%,467,16,0.08%,0.11%,100.00%,100.00%,35,4,10.09%,40.00%,"515,67 €","50,48 €",34,3
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400_fba,765,9,0.18%,0.09%,"1,090",14,0.19%,0.10%,83.10%,85.71%,38,4,4.97%,44.44%,"1.367,62 €","143,96 €",32,1
B017HKRCGK,B005LR7C44,ARCOS Bolsa Portacuchillos 12 Piezas Poliéster 730x510mm,690500_,"1,105",11,0.26%,0.11%,"1,627",11,0.28%,0.08%,43.93%,25.00%,31,0,2.81%,0.00%,"866,60 €","0,00 €",31,0
B017HKR8WS,B005LR7EP6,ARCOS Afilador de Cuchillos Profesional ABS,610000,"2,908",143,0.69%,1.42%,"4,370",203,0.75%,1.41%,36.24%,48.06%,31,9,1.07%,6.29%,"2.037,69 €","585,91 €",30,9
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,491,10,0.12%,0.10%,823,18,0.14%,0.13%,95.44%,100.00%,30,1,6.11%,10.00%,"599,70 €","19,99 €",30,1
B08GSTDWTC,B08G4D9718,"Arcos | Cuchillos 3 Colores | Cuchillo de pelar | Cuchillos pelar Patatas | Acero Inoxidable Nitrum| Envase Ecológico | Cuchillo Colores (85 mm, Amarillo, Turquesa, Naranja)",816700_francia,741,13,0.18%,0.13%,902,23,0.15%,0.16%,99.88%,100.00%,32,1,4.32%,7.69%,"308,08 €","9,75 €",30,1
B08M9NWMW8,B08M9NWMW8,Arcos Juego de Cuchillos de Cocina Profesional y Afilador | 7 Piezas | Acero Inoxidable | Taco de Madera | Serie Niza | Uso Cotidiano | Apto para Lavavajillas,835800FBM,944,17,0.23%,0.17%,"1,328",18,0.23%,0.13%,99.57%,100.00%,30,0,3.18%,0.00%,"1.638,70 €","0,00 €",29,0
B0752NT3TH,B005LR77GC,ARCOS Tijeras de Cocina Profesional 235 mm,185701,"1,282",33,0.31%,0.33%,"1,920",46,0.33%,0.32%,18.11%,53.33%,31,0,2.42%,0.00%,"307,22 €","0,00 €",28,0
B098BLF7X6,B098BLF7X6,"Tradineur - Grasera metálica para pescado con filtro, aceitera con colador para conservación de aceite de acero inoxidable, recipiente para colar aceites - Ø 9 cm",22106_us,394,8,0.09%,0.08%,481,10,0.08%,0.07%,98.87%,100.00%,29,0,7.36%,0.00%,"213,41 €","0,00 €",28,0
B0937XXT33,B01CQT1B5U,"Arcos Cuchillos de Mesa Juego de Cuchillos Chuleteros Cuchillos de Mesa, Monoblock de una pieza de Acero Inoxidable 110 mm, Color Plata (12 uds)",702000,407,16,0.10%,0.16%,616,23,0.11%,0.16%,83.64%,100.00%,27,2,6.63%,12.50%,"1.287,40 €","87,65 €",27,2
B08G8QHY23,B08G8QHY23,Arcos | cuchillos chuleteros cuchillo madera cuchillo chuletero | 6 Piezas | juego cuchillos carne | cuchillos mango madera | Envase Eco | Fabricado en España,809300_,469,15,0.11%,0.15%,654,20,0.11%,0.14%,99.14%,92.86%,37,7,7.89%,46.67%,"882,43 €","167,93 €",27,2
B0DPKXM18X,B0DNQT7LV3,"CUPERINOX Soporte Jamonero Balancín | Jamonero Giratorio Profesional | Jamonero Madera | Incluye Cuchillo Profesional, Afilador Funda Cubre Jamón| Jamoneros Elite Collection",20265_,"4,769",194,1.14%,1.93%,"7,706",356,1.32%,2.48%,99.19%,100.00%,28,8,0.59%,4.12%,"2.483,72 €","683,92 €",27,8
B0B3CPHPXR,B07BQ5CCMD,ARCOS Sacacorchos Manual de ABS Aleación de Zinc,604700_,"1,407",26,0.34%,0.26%,"1,884",36,0.32%,0.25%,55.37%,64.71%,25,1,1.78%,3.85%,"866,68 €","32,99 €",25,1
B0F1ZF7H1L,B005LR6FAG,"Arcos Cuchillo Cocina Forjado en Acero Inoxidable y Hoja de 200mm. Cuchillo Chef Profesional para Cortar Pescado, Carne y Cebolla. Mango Ergonómico Polioximetileno. Serie Riviera. Color Negro.",233600_,"1,552",28,0.37%,0.28%,"2,232",36,0.38%,0.25%,46.85%,72.22%,30,10,1.93%,35.71%,"974,70 €","324,90 €",24,4
B08L8MV8XD,B005LR72SK,Arcos Juego de Cuchillos con Bloque Acero Inoxidable 6 piezas,136100_,"4,047",61,0.97%,0.61%,"5,768",97,0.99%,0.67%,25.59%,16.36%,25,1,0.62%,1.64%,"1.172,50 €","46,90 €",24,1
B071PB1GX3,B071PB1GX3,WINS 007 - Friegasuelos Perfumado | Garrafa 5 L,WINS007,307,26,0.07%,0.26%,406,32,0.07%,0.22%,38.01%,55.17%,44,24,14.33%,92.31%,"447,43 €","234,30 €",24,12
B0DKP7F29P,B0DJBZ1M2L,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 24 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716324,632,14,0.15%,0.14%,926,20,0.16%,0.14%,96.16%,90.91%,24,0,3.80%,0.00%,"900,00 €","0,00 €",24,0
B0812P3LZT,B0812P3LZT,"Arcos Nova - Set 3 Cuchillos Mantequilla - Acero Inoxidable 70 mm - Mango en color menta, naranja y limon",859900_,290,3,0.07%,0.03%,382,4,0.07%,0.03%,99.71%,0.00%,24,0,8.28%,0.00%,"258,76 €","0,00 €",23,0
B0CQ5G2HVQ,B09T6G47Z6,"Arcos Sarten Antiadherente 26 cm - Aluminio Forjado, Full Induction, Mango Acero Inoxidable Efecto Frío, Apta Lavavajillas, Ahorro Energético, Serie Samoa",716410,229,4,0.05%,0.04%,379,5,0.07%,0.03%,91.20%,66.67%,23,2,10.04%,50.00%,"885,50 €","77,00 €",23,2
B0CYTKGNPM,B0CW66H3TR,Pelador de Tomate ARCOS - Hoja Serrada de Acero Inoxidable | Mango Ergonómico | Ideal para Tomates,607420_,"1,007",17,0.24%,0.17%,"1,184",19,0.20%,0.13%,91.05%,83.33%,24,0,2.38%,0.00%,"191,76 €","0,00 €",23,0
B093DXB2PK,B00MDJVRG2,Arcos Latina Cuchillo para Verduras Acero Inoxidable 105 mm,100500_1_pieza,170,3,0.04%,0.03%,258,5,0.04%,0.03%,100.00%,100.00%,63,2,37.06%,66.67%,"314,37 €","9,98 €",22,1
B0FQNZM34T,B0843QFQB7,Arcos Set Cuchillos 5 piezas Acero Inoxidable Nitrum. Cuchillo Cocina Profesional Afilado para Cortar Carne. Mango Ergonómico Polioximetileno POM. Serie Opera. Diseño Clásico. Color Negro.,227000,911,31,0.22%,0.31%,"1,323",41,0.23%,0.29%,97.15%,100.00%,22,2,2.41%,6.45%,"2.974,10 €","266,14 €",22,2
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900fba,"1,902",34,0.45%,0.34%,"2,504",42,0.43%,0.29%,99.96%,100.00%,22,1,1.16%,2.94%,"572,21 €","25,99 €",22,1
B0DNNL2TZQ,B0DNN4J6Q8,"CUPERINOX Aceitera antigoteo cristal para Aceite de Oliva, Vinagre etc. A prueba de fugas, Aceitera cristal antigoteo tambien aceiteros cocina ideal para Ensaladas, BBQ, cooking oil container (125 ML)",22021_,675,24,0.16%,0.24%,943,38,0.16%,0.26%,99.76%,100.00%,29,10,4.30%,41.67%,"325,29 €","106,98 €",22,6
B0F9X4NXL3,B0F9KW1V3K,"Cuchillos Mesa, cuchillo carne, cuchillo mantequilla, Set 12 piezas, acero inoxidable, hoja con filo y sierra, cuchillo untar. Apto lavavajillas. Mango ergonomico",20043--12,657,15,0.16%,0.15%,847,17,0.15%,0.12%,100.00%,100.00%,24,2,3.65%,13.33%,"283,11 €","23,98 €",22,2
B0F54LTCFF,B00J4L7FEU,Arcos Hachuela Macheta de Cocina Acero Inoxidable 160 mm,282404_us,"1,131",34,0.27%,0.34%,"1,726",50,0.30%,0.35%,20.01%,46.88%,25,3,2.21%,8.82%,"616,47 €","71,97 €",21,3
B00U2QWLVS,B00U2QWLVS,Arcos Cuchillo Chuletero de Mesa Acero Inoxidable Nitrum 115 mm,740009_us,546,5,0.13%,0.05%,673,6,0.12%,0.04%,98.38%,60.00%,91,0,16.67%,0.00%,"202,71 €","0,00 €",21,0
B089M821V5,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500_,723,19,0.17%,0.19%,970,22,0.17%,0.15%,99.88%,100.00%,26,0,3.60%,0.00%,"769,74 €","0,00 €",21,0
B08NW1VQRT,B08NW1VQRT,CUPERINOX Navaja para Setas y Champiñones | Acero Inoxidable | Con Cepillo y Funda Incluida | Micológica,PE2181,"1,802",45,0.43%,0.45%,"2,578",73,0.44%,0.51%,99.52%,100.00%,22,0,1.22%,0.00%,"230,78 €","0,00 €",21,0
B0DKP7F29P,B0DJBZPLJF,Arcos Serie Samoa Iconic | Sarten Antiadherente Cerámico 28 cm | Aluminio Forjado | Apta cualquier cocina | Mango Acero Inoxidable | Apta lavavajillas | Color Beige | LIBRE DE (PFOA/PTFE/PFOS),716524,398,10,0.10%,0.10%,524,13,0.09%,0.09%,97.73%,100.00%,21,0,5.28%,0.00%,"922,95 €","0,00 €",21,0
B01N4WDTRY,B01N4WDTRY,CUPERINOX® Couture Series - Tijera Costura Profesional 15 cm | Acero Inoxidable Resistente | Corte Preciso para Telas y Manualidades | Uso Doméstico y Profesional,21962,239,3,0.06%,0.03%,303,4,0.05%,0.03%,73.85%,100.00%,21,0,8.79%,0.00%,"81,06 €","0,00 €",20,0
B0C4DTYRJW,B071LGMMGV,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (3 Piezas),862600,"1,297",19,0.31%,0.19%,"1,760",28,0.30%,0.19%,99.69%,100.00%,21,0,1.62%,0.00%,"833,53 €","0,00 €",20,0
B0C4DTYRJW,B094QVHPQ8,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (4 Piezas),813500FBM,965,19,0.23%,0.19%,"1,311",23,0.23%,0.16%,99.91%,92.31%,21,2,2.18%,10.53%,"838,95 €","79,90 €",20,2
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022_,590,21,0.14%,0.21%,857,32,0.15%,0.22%,99.87%,100.00%,23,5,3.90%,23.81%,"269,81 €","53,99 €",20,2
B0DNNL2TZQ,B0DNNF3839,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (1000 Ml)",22024_,345,14,0.08%,0.14%,482,18,0.08%,0.13%,100.00%,100.00%,26,6,7.54%,42.86%,"444,78 €","84,98 €",20,3
B0DNNL2TZQ,B0DNNF3839,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (1000 Ml)",22024,345,14,0.08%,0.14%,482,18,0.08%,0.13%,100.00%,100.00%,21,0,6.09%,0.00%,"365,95 €","0,00 €",20,0
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_,293,7,0.07%,0.07%,434,10,0.07%,0.07%,100.00%,100.00%,19,0,6.48%,0.00%,"346,75 €","0,00 €",19,0
B08G8QCM5H,B08G8QCM5H,ARCOS cuchillo pelador | 6 PIEZAS | cuchillo de pelar | cuchillos pelar patatas | Hoja 100 mm | Negro | cuchillo arcos pelador Acero Inoxidable,816500_,488,19,0.12%,0.19%,712,35,0.12%,0.24%,99.68%,100.00%,20,4,4.10%,21.05%,"376,50 €","72,66 €",19,4
B0CVH8PC99,B0CQTJ6T66,"CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set Profesional 12 Piezas con Hoja Serrada de 11 cm y Mango Ergonómico Antideslizante – Para Carne, Verduras y Pescado",99922,366,29,0.09%,0.29%,476,39,0.08%,0.27%,100.00%,100.00%,21,4,5.74%,13.79%,"246,19 €","47,96 €",19,4
