ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B0BGRT2BVV,B09G9WBKPG,Arcos Juego de 6 Cuchillos de Mesa Chuleteros Hoja 110 mm Negro 705500,705500(805109),"10,184",229,2.08%,2.11%,"15,750",351,2.21%,2.18%,20.15%,11.55%,113,4,1.11%,1.75%,"1.580,87 €","55,96 €",103,3
B0BGRT2BVV,B09G9WBKPG,Arcos Juego de 6 Cuchillos de Mesa Chuleteros Hoja 110 mm Negro 705500,805109_uss,"10,184",229,2.08%,2.11%,"15,750",351,2.21%,2.18%,20.15%,11.55%,106,4,1.04%,1.75%,"1.462,00 €","54,56 €",100,3
B08GSTDWTC,B08LVVQ3ZQ,"Arcos Serie Nova - Cuchillo para pelar, Acero Inoxidable NITRUM, Envase Ecológico, 3 colores Fucsia, Turquesa y Amarillo",703700_,"1,005",26,0.21%,0.24%,"1,592",47,0.22%,0.29%,81.36%,100.00%,94,4,9.35%,15.38%,"955,18 €","37,62 €",85,4
B089MW6B1B,B078JNZS9T,Arcos Estuche de 3 Cuchillos Básicos de Cocina. Pack de Cuchillos con Hoja de Acero Inoxidable y Mango de Polieximetileno Aptos para Lavavajillas. Serie Universal. Color Negro,807400_us,"7,433",106,1.52%,0.98%,"10,414",144,1.46%,0.89%,43.65%,46.43%,84,4,1.13%,3.77%,"3.403,66 €","164,46 €",84,4
B0CYTKGNPM,B0843Q6L5P,ARCOS Pelador Profesional Acero Inoxidable Cromado 130 mm,607000_etq,"1,678",78,0.34%,0.72%,"2,738",128,0.38%,0.79%,5.32%,12.50%,87,4,5.18%,5.13%,"541,48 €","22,40 €",84,3
B017DLH9RA,B017DLH9RA,ARCOS Cuchillo Abre Ostras Acero Inoxidable 60 mm,227200_us,449,27,0.09%,0.25%,674,35,0.09%,0.22%,66.55%,69.23%,90,12,20.04%,44.44%,"718,10 €","94,49 €",81,10
B07YM65C6J,B007TS6HMQ,ARCOS Pinza para Pescado Acero Inoxidable,605000_605010,786,28,0.16%,0.26%,"1,114",41,0.16%,0.25%,95.72%,100.00%,100,28,12.72%,100.00%,"938,23 €","256,15 €",79,10
B08L8MV8XD,B005LR72SK,Arcos Juego de Cuchillos con Bloque Acero Inoxidable 6 piezas,136100_,"6,946",101,1.42%,0.93%,"10,216",143,1.43%,0.89%,21.84%,9.46%,73,4,1.05%,3.96%,"3.092,87 €","174,84 €",71,4
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_us,763,21,0.16%,0.19%,"1,144",32,0.16%,0.20%,99.31%,92.00%,70,6,9.17%,28.57%,"1.277,50 €","109,50 €",69,6
B08M9NWMW8,B08M9NWMW8,Arcos Juego de Cuchillos de Cocina Profesional y Afilador | 7 Piezas | Acero Inoxidable | Taco de Madera | Serie Niza | Uso Cotidiano | Apto para Lavavajillas,835800FBM,"1,549",34,0.32%,0.31%,"2,284",48,0.32%,0.30%,98.03%,100.00%,70,2,4.52%,5.88%,"3.736,00 €","106,68 €",68,1
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900,"1,873",36,0.38%,0.33%,"2,670",42,0.37%,0.26%,93.05%,100.00%,68,3,3.63%,8.33%,"1.758,73 €","68,95 €",68,3
B07YM65C6J,B007TS6HMQ,ARCOS Pinza para Pescado Acero Inoxidable,605000_caja,786,28,0.16%,0.26%,"1,114",41,0.16%,0.25%,95.72%,100.00%,67,4,8.52%,14.29%,"619,89 €","36,99 €",66,4
B0DPKXM18X,B0DNQX2BZN,"CUPERINOX Soporte Jamonero Plegable | Jamonero Giratorio | Jamonero de Bambú con Cuchillo Profesional, Afilador y Funda para Jamón | Elite Collection",20270_fbm,"2,106",41,0.43%,0.38%,"3,585",66,0.50%,0.41%,99.66%,100.00%,66,0,3.13%,0.00%,"3.221,84 €","0,00 €",65,0
B08MT437W9,B08MT437W9,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | 6 pzas | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina serie Niza | Apto lavavajillas,812900,"10,291",152,2.10%,1.40%,"13,812",190,1.94%,1.18%,96.47%,100.00%,65,0,0.63%,0.00%,"2.112,39 €","0,00 €",64,0
B0CYTKGNPM,B0CW68KM18,Pelador de Cocina ARCOS - Hoja de Acero Inoxidable | Mango Ergonómico | Herramienta Versátil para Pelar Frutas y Verduras,607300,"1,562",50,0.32%,0.46%,"1,987",52,0.28%,0.32%,49.35%,67.65%,65,1,4.16%,2.00%,"510,51 €","7,85 €",63,1
B017HKSTCQ,B00CFN1M6Q,ARCOS Tijeras de Cocina Multiusos 200 mm,809700_,"3,256",83,0.66%,0.76%,"5,167",106,0.73%,0.66%,9.69%,9.72%,64,5,1.97%,6.02%,"789,79 €","59,95 €",61,4
B0B3CWSDRQ,B00CF20V2I,ARCOS Chaira Afilador Manual Acero Carbono Cromado Negro 230 mm,278100_,664,22,0.14%,0.20%,"1,001",29,0.14%,0.18%,85.36%,88.89%,61,4,9.19%,18.18%,"699,37 €","43,20 €",58,3
B017HKG9PK,B0044R87RS,Arcos Cuchillo para Maitre Negro 215 mm,151000,"3,334",100,0.68%,0.92%,"5,147",149,0.72%,0.92%,26.15%,24.00%,60,10,1.80%,10.00%,"897,30 €","147,30 €",57,7
B09MSDJQJ1,B08M3B43J6,"Arcos | Juego Cuchillo Jamonero 3 Pzas | jamonero Acero Inoxidable (240 mm), afilador Chaira y Cubre jamón | Juego Cuchillos jamonero Profesional | Paleta ibérica | Eco",704300_fbm,"1,109",24,0.23%,0.22%,"1,611",28,0.23%,0.17%,99.20%,100.00%,56,2,5.05%,8.33%,"1.610,53 €","53,98 €",56,2
B09CL776WP,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015,"1,002",43,0.20%,0.40%,"1,472",65,0.21%,0.40%,98.90%,100.00%,78,14,7.78%,32.56%,"1.478,63 €","262,96 €",56,8
B0752VKJ4B,B072FGV2YH,Arcos Juego de 6 Cuchillos Mondadores Acero Inoxidable 100 mm,189100_2,"6,389",190,1.30%,1.75%,"9,702",314,1.36%,1.95%,9.71%,8.87%,56,9,0.88%,4.74%,"948,77 €","151,80 €",53,8
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000_fmb,"1,807",47,0.37%,0.43%,"2,793",68,0.39%,0.42%,98.60%,100.00%,57,3,3.15%,6.38%,"1.652,43 €","86,97 €",53,3
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900fba,"1,873",36,0.38%,0.33%,"2,670",42,0.37%,0.26%,93.05%,100.00%,54,1,2.88%,2.78%,"1.364,46 €","25,99 €",51,1
B0DPKXM18X,B0DNQRZ3BN,"CUPERINOX Soporte Jamonero Inoxidable Profesional con Base Antideslizante para Jamones y Paletas, Incluye Cuchillo | Jamoneros Elite Collection",20260_,"1,784",37,0.36%,0.34%,"2,485",51,0.35%,0.32%,99.61%,100.00%,51,1,2.86%,2.70%,"1.233,50 €","22,49 €",51,1
B09KJLG7BT,B098K898SC,CUPERINOX Soporte Jamonero | Jamonero Profesional | Cuchillo Jamonero madera + Funda Jamon | Tabla Jamonera,20226FBM,"1,008",22,0.21%,0.20%,"1,298",24,0.18%,0.15%,98.86%,100.00%,50,1,4.96%,4.55%,"1.251,14 €","24,99 €",50,1
B09RP6V156,B09RP6V156,"CUPERINOX® Alicates para pedicura, Profesional, Cortaúñas de Pies, Acero Inoxidable, Mango Ergonómico Antideslizante, Fácil Limpieza, Con Funda, 2 Años de Garantía",21920AM,387,8,0.08%,0.07%,559,13,0.08%,0.08%,96.06%,100.00%,63,10,16.28%,125.00%,"623,01 €","93,20 €",50,3
B0DPKXM18X,B0DNQX2BZN,"CUPERINOX Soporte Jamonero Plegable | Jamonero Giratorio | Jamonero de Bambú con Cuchillo Profesional, Afilador y Funda para Jamón | Elite Collection",20270_,"2,106",41,0.43%,0.38%,"3,585",66,0.50%,0.41%,99.66%,100.00%,49,2,2.33%,4.88%,"2.359,51 €","94,98 €",49,2
B09GSBSHMP,B07JJGTQK4,Arcos Conjunto Cuchillos 3 piezas - Acero Inoxidable Nitrum y Hoja mm. Cuchillo cocina profesional cocinar. 590 gr. Mango ergonómico polioximetileno POM. Serie Universal. Mayor control. Color negro.,807410_,"1,683",30,0.34%,0.28%,"2,660",47,0.37%,0.29%,59.99%,79.31%,48,1,2.85%,3.33%,"1.930,72 €","39,99 €",48,1
B09QDH8MSK,B07N8VWHT9,Arcos Tacos - Bloque Universal para Cuchillos hasta 20 cm - Hecho de Caucho Termoplástico 220 x 160 x 65 mm - Color Negro,794500_,"3,373",69,0.69%,0.64%,"4,707",88,0.66%,0.55%,15.70%,39.58%,47,2,1.39%,2.90%,"1.222,39 €","51,98 €",46,1
B017HKJKNI,B006LMX2EW,Arcos Universal Cuchillo Jamonero Acero Hoja Hueca Negro 280 mm,281901_,"2,069",50,0.42%,0.46%,"2,826",65,0.40%,0.40%,52.08%,50.00%,46,1,2.22%,2.00%,"1.080,56 €","22,75 €",45,1
B0BMQ3CMJD,B005LR73D4,Arcos Serie Niza - Set Jamoneri - Cuchillo Jamonero + Chaira - Hoja de Acero Inoxidable NITRUM de 240 mm - Mangos fabricados en Polipropileno (PP) Color Negro,136700_fbm,812,13,0.17%,0.12%,"1,191",17,0.17%,0.11%,39.98%,20.00%,45,2,5.54%,15.38%,"674,80 €","29,98 €",44,2
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000,"1,192",30,0.24%,0.28%,"1,830",41,0.26%,0.25%,99.20%,100.00%,45,0,3.78%,0.00%,"719,55 €","0,00 €",44,0
B0DNNL2TZQ,B0DNNFGWNJ,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (500 Ml)",22023_,406,16,0.08%,0.15%,537,26,0.08%,0.16%,99.79%,100.00%,46,2,11.33%,12.50%,"528,54 €","22,98 €",44,2
B08XYXJ173,B00J4L7FEU,Arcos Hachuela Macheta de Cocina Acero Inoxidable 160 mm,282404_us,"1,307",51,0.27%,0.47%,"2,087",82,0.29%,0.51%,32.17%,26.00%,40,1,3.06%,1.96%,"977,48 €","23,99 €",39,1
B0937XXT33,B01CQT1B5U,"Arcos Cuchillos de Mesa Juego de Cuchillos Chuleteros Cuchillos de Mesa, Monoblock de una pieza de Acero Inoxidable 110 mm, Color Plata (12 uds)",702000_us,701,20,0.14%,0.18%,"1,192",43,0.17%,0.27%,89.24%,90.91%,41,1,5.85%,5.00%,"1.967,59 €","47,99 €",39,1
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,"1,807",47,0.37%,0.43%,"2,793",68,0.39%,0.42%,98.60%,100.00%,45,5,2.49%,10.64%,"1.304,55 €","144,95 €",38,4
B0DQV6381X,B0DQRF2HZK,CUPERINOX Jamonera Inoxidable | Jamonero | Soporte Jamonero | Tabla Jamon Inoxidable | Facil Montaje | Tabla Jamon Profesional,SC_20260,"1,108",20,0.23%,0.18%,"1,601",36,0.22%,0.22%,99.20%,100.00%,38,1,3.43%,5.00%,"822,97 €","22,19 €",38,1
B017HKR8WS,B005LR7EP6,ARCOS Afilador de Cuchillos Profesional ABS,610000,"6,098",165,1.24%,1.52%,"8,877",267,1.25%,1.66%,22.70%,49.34%,37,8,0.61%,4.85%,"2.417,72 €","519,92 €",37,8
B08LVZCG23,B08LVZCG23,Arcos Juego de Cuchillos de Cocina Rosa | 3 pz | Cuchillo Chef para pelar Verduras | Edición Limitada | Solidaria,814500,777,12,0.16%,0.11%,"1,111",16,0.16%,0.10%,97.34%,100.00%,38,2,4.89%,16.67%,"1.117,62 €","57,98 €",37,1
B08M7BMR2S,B08LNRV6N6,"Arcos Afiladores, Afilador de Cuchillos de Mano, Hecho de ABS + TPE, Rodillos Cerámico y Carburo, Color Blanco y Negro",610624,"3,298",90,0.67%,0.83%,"4,127",110,0.58%,0.68%,99.22%,100.00%,36,0,1.09%,0.00%,"493,18 €","0,00 €",36,0
B0DPKXM18X,B0DNQRZ3BN,"CUPERINOX Soporte Jamonero Inoxidable Profesional con Base Antideslizante para Jamones y Paletas, Incluye Cuchillo | Jamoneros Elite Collection",20260_fbm,"1,784",37,0.36%,0.34%,"2,485",51,0.35%,0.32%,99.61%,100.00%,35,1,1.96%,2.70%,"855,39 €","23,74 €",35,1
B07BDVLDBZ,B005LR68DU,Arcos Cuchillo Jamonero con Alveolos 250 mm,231000_,"1,836",41,0.37%,0.38%,"2,777",53,0.39%,0.33%,31.73%,20.69%,34,0,1.85%,0.00%,"1.089,16 €","0,00 €",34,0
B09NT4VRN7,B0812BKN39,Arcos Juego de Cuchillos Mondadores de 3 Piezas,859800_barras_arcos,"16,598",381,3.39%,3.51%,"23,198",593,3.26%,3.68%,9.49%,4.74%,35,1,0.21%,0.26%,"333,91 €","9,25 €",34,1
B08M99RZRV,B08M99RZRV,Arcos | Cuchillo Jamonero Cuchillo deshuesador | 2 Uds | Set cuchillos jamoneros 250 mm y cuchillo deshuesador (140 mm) jamonero profesional | cuchillo carnicero profesional | Eco,703800fbm,"2,679",37,0.55%,0.34%,"3,368",53,0.47%,0.33%,93.55%,100.00%,34,1,1.27%,2.70%,"1.359,66 €","39,99 €",34,1
B07ZJ8ZJ93,B07ZJ8ZJ93,Arcos Set Jamonero Profesional Acero Inoxidable 3 Piezas,859400_us,492,6,0.10%,0.06%,711,7,0.10%,0.04%,89.91%,100.00%,33,1,6.71%,16.67%,"964,67 €","29,49 €",33,1
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000_fbm,"1,192",30,0.24%,0.28%,"1,830",41,0.26%,0.25%,99.20%,100.00%,35,3,2.94%,10.00%,"577,42 €","49,47 €",33,3
B0DNNL2TZQ,B0DNNF3839,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (1000 Ml)",22024_,419,9,0.09%,0.08%,566,10,0.08%,0.06%,99.80%,100.00%,34,0,8.11%,0.00%,"485,03 €","0,00 €",33,0
B06XB92VRH,B00YU2ZWGG,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 10 Tazas,25034_fbm,843,11,0.17%,0.10%,"1,315",17,0.18%,0.11%,97.91%,100.00%,32,0,3.80%,0.00%,"640,01 €","0,00 €",32,0
B08T5Z4HFS,B08QYQYZHS,"CUPERINOX Cubiertos para marisco | Pinzas para marisco | Tenazas para marisco | 12 Unidades | Cubiertos marisco (Cangrejo, Langosta, Ostras) | Tenedor de marisco con dos dientes inferiores y cuchara.",20023_12pzs,481,16,0.10%,0.15%,668,22,0.09%,0.14%,99.50%,100.00%,35,3,7.28%,18.75%,"632,83 €","52,53 €",32,2
B0DPKXM18X,B0DNQXN97X,CUPERINOX Soporte Jamonero Inoxidable | Jamonero Plegable | Jamonero Giratorio | Jamonero Profesional | Cuchillo Jamonero Profesional y Afilador,20250_fbm,"1,159",33,0.24%,0.30%,"1,858",67,0.26%,0.42%,66.20%,96.97%,33,4,2.85%,12.12%,"2.129,67 €","259,96 €",32,3
B0DNNKT1W2,B0DNNJPRXB,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (550 ml)",26111,"1,041",24,0.21%,0.22%,"1,519",36,0.21%,0.22%,99.70%,100.00%,32,1,3.07%,4.17%,"527,68 €","15,99 €",31,1
B098BLF7X6,B098BLF7X6,"Tradineur - Grasera metálica para pescado con filtro, aceitera con colador para conservación de aceite de acero inoxidable, recipiente para colar aceites - Ø 9 cm",22106_us,366,9,0.07%,0.08%,518,14,0.07%,0.09%,94.47%,100.00%,29,0,7.92%,0.00%,"217,21 €","0,00 €",29,0
B0714CRSCQ,B0714CRSCQ,Arcos Cuchillo Mondador Negro 100 mm,150300,299,15,0.06%,0.14%,442,23,0.06%,0.14%,88.89%,18.75%,30,0,10.03%,0.00%,"315,04 €","0,00 €",28,0
B0CYTKGNPM,B0843Q6L5P,ARCOS Pelador Profesional Acero Inoxidable Cromado 130 mm,607000_,"1,678",78,0.34%,0.72%,"2,738",128,0.38%,0.79%,5.32%,12.50%,33,8,1.97%,10.26%,"218,13 €","36,88 €",28,4
B08NW1VQRT,B08NW1VQRT,CUPERINOX Navaja para Setas y Champiñones | Acero Inoxidable | Con Cepillo y Funda Incluida | Micológica,PE2181,336,9,0.07%,0.08%,463,10,0.06%,0.06%,90.80%,85.71%,28,1,8.33%,11.11%,"293,89 €","10,49 €",28,1
B084WYHN2S,B084WYHN2S,CUPERINOX Cuchillos Carne | Cuchillos Mesa | Cuchillos Chuleteros | Cuchillo Sierra | 100 mm | Acero Inoxidable | Cuchillos para mesa (Madera),13012,"1,129",29,0.23%,0.27%,"1,568",40,0.22%,0.25%,21.34%,25.00%,33,1,2.92%,3.45%,"308,67 €","8,99 €",27,1
B06XB92VRH,B00YU2YTTM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 4 Tazas,25032_,619,9,0.13%,0.08%,"1,013",13,0.14%,0.08%,72.30%,71.43%,26,1,4.20%,11.11%,"440,98 €","16,95 €",26,1
B073V5RN1J,B073V5RN1J,Arcos Cuchillo Mondador Acero Inoxidable NITRUM 100 mm - Ideal para Pelar Frutas y Verduras - Mango Ergonómico Polipropileno Negro - Serie Nova,816500_1pieza,416,9,0.08%,0.08%,636,11,0.09%,0.07%,74.46%,72.73%,32,2,7.69%,22.22%,"143,68 €","8,98 €",26,2
B07F9GQZCB,B07F9GQZCB,Arcos Cuchillo para Verduras de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Vegetales Apto para Lavavajillas. Serie Latina. Color Marrón,100500,596,12,0.12%,0.11%,938,16,0.13%,0.10%,99.76%,100.00%,26,1,4.36%,8.33%,"961,74 €","36,99 €",26,1
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_us,611,22,0.12%,0.20%,"1,002",32,0.14%,0.20%,89.36%,81.82%,32,8,5.24%,36.36%,"634,88 €","155,12 €",26,3
B093DSL44T,B07F9RV81Z,Arcos Cuchillo Chuletero de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Carne Apto para Lavavajillas. Serie Latina. Color Marrón,100400_fba,"1,164",29,0.24%,0.27%,"1,759",35,0.25%,0.22%,84.27%,100.00%,26,0,2.23%,0.00%,"935,74 €","0,00 €",25,0
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,611,22,0.12%,0.20%,"1,002",32,0.14%,0.20%,89.36%,81.82%,25,2,4.09%,9.09%,"499,75 €","39,98 €",25,2
B09CL776WP,B09CL776WP,CUPERINOX® Cuchillos de Mesa Acero Inoxidable – Set 12 Cuchillos para Carne con Filo Dentado – Aptos Lavavajillas – Uso Diario y Profesional,15015_,"1,002",43,0.20%,0.40%,"1,472",65,0.21%,0.40%,98.90%,100.00%,26,0,2.59%,0.00%,"519,74 €","0,00 €",25,0
B017HKHR92,B005LR6GE6,Arcos Cuchillo Cocinero Negro 250 mm,233700_,"1,494",21,0.30%,0.19%,"1,960",24,0.28%,0.15%,48.37%,46.67%,25,0,1.67%,0.00%,"1.075,46 €","0,00 €",24,0
B08XYXGSYG,B00BHZPO3K,Arcos Cuchillo para Queso Acero Inoxidable NITRUM 145 mm,281604_fbm,743,17,0.15%,0.16%,"1,199",27,0.17%,0.17%,33.11%,68.42%,25,4,3.36%,23.53%,"518,75 €","83,00 €",24,3
B089M821V5,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500,752,41,0.15%,0.38%,"1,074",54,0.15%,0.34%,83.15%,95.83%,26,2,3.46%,4.88%,"691,74 €","49,98 €",24,2
B09F9MH34D,B09F9MH34D,"Arcos Serie Cuchillos de Mesa Chuleteros, Mango de Polipropileno, Hoja 110 mm, Apto para Lavavajillas, Negro, 6 Piezas",805109_6piezas,316,11,0.06%,0.10%,463,12,0.06%,0.07%,99.28%,100.00%,25,2,7.91%,18.18%,"346,75 €","26,98 €",24,2
B08XYZRKC4,B007TS6GWW,"ARCOS Juego de Cubiertos de 24 Piezas para Mesa. Cuberterí­a Completa para 6 Personas. Set de 6 Cucharas, 6 Cuchillos, 6 Tenedores y 6 Cucharas de Postre. Serie Toscana. Color Plata",572400,"4,183",66,0.85%,0.61%,"6,039",97,0.85%,0.60%,26.51%,39.62%,26,0,0.62%,0.00%,"1.689,74 €","0,00 €",22,0
