ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000_fmb,"1,820",48,0.47%,0.60%,"2,849",74,0.52%,0.63%,99.80%,100.00%,90,7,4.95%,14.58%,"2.231,10 €","175,93 €",88,6
B06XB92VRH,B00YU2ZWGG,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 10 Tazas,25034_fbm,"1,549",45,0.40%,0.56%,"2,527",102,0.46%,0.87%,99.74%,100.00%,86,2,5.55%,4.44%,"1.484,32 €","33,78 €",85,2
B09DYJY471,B08MTCRCT4,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (5 Piezas),816800fbm,"4,291",74,1.11%,0.92%,"5,914",96,1.08%,0.82%,98.06%,98.53%,84,7,1.96%,9.46%,"2.514,96 €","204,73 €",84,7
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022,999,23,0.26%,0.29%,"1,403",35,0.26%,0.30%,100.00%,100.00%,89,1,8.91%,4.35%,"904,53 €","9,99 €",82,1
B08J488ZQG,B089QP6MYJ,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,815600_fba,"2,471",75,0.64%,0.93%,"3,982",122,0.73%,1.04%,98.83%,98.65%,95,0,3.84%,0.00%,"2.564,50 €","0,00 €",79,0
B09DYJY471,B08MTCRCT4,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (5 Piezas),816800,"4,291",74,1.11%,0.92%,"5,914",96,1.08%,0.82%,98.06%,98.53%,76,8,1.77%,10.81%,"2.276,55 €","239,92 €",73,8
B0DPKXM18X,B0DNQX2BZN,"CUPERINOX Soporte Jamonero Plegable | Jamonero Giratorio | Jamonero de Bambú con Cuchillo Profesional, Afilador y Funda para Jamón | Elite Collection",20270_fbm,"1,232",33,0.32%,0.41%,"2,086",53,0.38%,0.45%,99.79%,100.00%,70,5,5.68%,15.15%,"3.145,97 €","226,70 €",70,5
B0DNNKT1W2,B0DNNFJ5J7,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (350 ml)",26110,"2,115",56,0.55%,0.69%,"2,952",89,0.54%,0.76%,99.66%,100.00%,93,34,4.40%,60.71%,"1.184,03 €","426,24 €",65,10
B0DNNKT1W2,B0DNNJPRXB,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (550 ml)",26111,"1,484",40,0.38%,0.50%,"2,070",58,0.38%,0.49%,99.67%,100.00%,66,1,4.45%,2.50%,"1.067,60 €","15,99 €",65,1
B0DQV6381X,B0DQDQ1DB8,CUPERINOX Jamonero | Jamonero Giratorio | Tabla Cortar Jamon | Jamoneros Profesional | Jamonero Plegable | Tabla Jamon | Cortador de Jamon,SC_20270,"1,015",14,0.26%,0.17%,"1,711",21,0.31%,0.18%,99.80%,100.00%,60,0,5.91%,0.00%,"1.876,99 €","0,00 €",59,0
B08MT437W9,B08MT437W9,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | 6 pzas | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina serie Niza | Apto lavavajillas,812900fbm,"5,252",71,1.36%,0.88%,"6,983",109,1.27%,0.93%,99.06%,100.00%,59,6,1.12%,8.45%,"1.917,45 €","194,94 €",58,6
B095SDL23Y,B095SDL23Y,Arcos | cuchillos de mesa (6 ud) | cuchillos acero inoxidable con sierra cuchillo chuletero cuchillos chuleteros | Fabricado en España,813000,867,17,0.22%,0.21%,"1,263",26,0.23%,0.22%,99.64%,100.00%,65,1,7.50%,5.88%,"1.039,35 €","15,99 €",58,1
B0B3CWSDRQ,B00CF20V2I,ARCOS Chaira Afilador Manual Acero Carbono Cromado Negro 230 mm,278100_,513,17,0.13%,0.21%,776,21,0.14%,0.18%,83.33%,81.25%,54,4,10.53%,23.53%,"634,03 €","45,96 €",54,4
B0DNNL2TZQ,B0DNNF3839,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (1000 Ml)",22024_,573,19,0.15%,0.24%,820,26,0.15%,0.22%,99.86%,100.00%,53,4,9.25%,21.05%,"754,96 €","56,96 €",52,4
B084WYHN2S,B084WYHN2S,CUPERINOX Cuchillos Carne | Cuchillos Mesa | Cuchillos Chuleteros | Cuchillo Sierra | 100 mm | Acero Inoxidable | Cuchillos para mesa (Madera),13012,851,36,0.22%,0.45%,"1,168",44,0.21%,0.37%,56.74%,60.71%,56,8,6.58%,22.22%,"492,56 €","70,00 €",49,6
B08LVZCG23,B08LVZCG23,Arcos Juego de Cuchillos de Cocina Rosa | 3 pz | Cuchillo Chef para pelar Verduras | Edición Limitada | Solidaria,814500,"1,869",16,0.48%,0.20%,"2,567",24,0.47%,0.20%,99.24%,100.00%,51,0,2.73%,0.00%,"1.320,24 €","0,00 €",49,0
B08XYXJ173,B00J4L7FEU,Arcos Hachuela Macheta de Cocina Acero Inoxidable 160 mm,282404_us,782,21,0.20%,0.26%,"1,160",28,0.21%,0.24%,65.09%,60.00%,48,4,6.14%,19.05%,"1.185,36 €","95,96 €",48,4
B08M7BMR2S,B00I9XTLSC,ARCOS Afilador Profesional Manual Cerámica y Carbono Rojo-Negro,610600_2,"14,153",258,3.66%,3.20%,"19,829",371,3.61%,3.16%,2.57%,2.02%,47,0,0.33%,0.00%,"637,99 €","0,00 €",47,0
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900fba,"1,142",16,0.29%,0.20%,"1,560",24,0.28%,0.20%,99.00%,100.00%,46,0,4.03%,0.00%,"1.195,54 €","0,00 €",46,0
B0DNNL2TZQ,B0DNN57WC1,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (250 Ml)",22022_,999,23,0.26%,0.29%,"1,403",35,0.26%,0.30%,100.00%,100.00%,54,9,5.41%,39.13%,"639,24 €","102,98 €",46,5
B098BLF7X6,B098BLF7X6,"Tradineur - Grasera metálica para pescado con filtro, aceitera con colador para conservación de aceite de acero inoxidable, recipiente para colar aceites - Ø 9 cm",22106_us,440,7,0.11%,0.09%,591,8,0.11%,0.07%,94.21%,100.00%,46,0,10.45%,0.00%,"344,54 €","0,00 €",45,0
B093313MH6,B093313MH6,Arcos | Cuchillo de deshuesar| Cuchillo deshuesador | cuchillo deshuesador jamón | cuchillo deshuesador (140 mm) Clásica| Envase Eco | cuchillo puntilla jamonero,256210,"1,150",14,0.30%,0.17%,"1,561",24,0.28%,0.20%,99.56%,100.00%,44,0,3.83%,0.00%,"783,74 €","0,00 €",44,0
B0CYTKGNPM,B0CW68KM18,Pelador de Cocina ARCOS - Hoja de Acero Inoxidable | Mango Ergonómico | Herramienta Versátil para Pelar Frutas y Verduras,607300,"1,851",47,0.48%,0.58%,"2,129",51,0.39%,0.43%,51.93%,86.21%,42,3,2.27%,6.38%,"329,65 €","23,55 €",42,3
B0DNNL2TZQ,B0DNNFGWNJ,"CUPERINOX Aceitera de Cristal Antigoteo para Aceite de Oliva, Resistente y Fácil de Limpiar Gourmet Oil Collection (500 Ml)",22023,466,27,0.12%,0.33%,648,41,0.12%,0.35%,100.00%,100.00%,45,0,9.66%,0.00%,"549,37 €","0,00 €",42,0
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_solo_navaja,976,16,0.25%,0.20%,"1,485",19,0.27%,0.16%,98.20%,100.00%,44,2,4.51%,12.50%,"375,00 €","13,96 €",41,1
B06XB92VRH,B00YU2YTTM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 4 Tazas,25032_,882,22,0.23%,0.27%,"1,348",35,0.25%,0.30%,90.32%,87.50%,40,3,4.54%,13.64%,"613,22 €","42,96 €",40,3
B0DNNL2TZQ,B0DNN4J6Q8,"CUPERINOX Aceitera antigoteo cristal para Aceite de Oliva, Vinagre etc. A prueba de fugas, Aceitera cristal antigoteo tambien aceiteros cocina ideal para Ensaladas, BBQ, cooking oil container (125 ML)",22021_,"1,716",48,0.44%,0.60%,"2,409",82,0.44%,0.70%,99.86%,100.00%,39,4,2.27%,8.33%,"443,13 €","43,96 €",39,4
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_us,741,14,0.19%,0.17%,"1,029",20,0.19%,0.17%,99.13%,100.00%,42,5,5.67%,35.71%,"764,65 €","89,40 €",37,2
B08GSTDWTC,B08LVVQ3ZQ,"Arcos Serie Nova - Cuchillo para pelar, Acero Inoxidable NITRUM, Envase Ecológico, 3 colores Fucsia, Turquesa y Amarillo",703700_,801,20,0.21%,0.25%,"1,236",36,0.23%,0.31%,99.10%,100.00%,38,1,4.74%,5.00%,"398,79 €","10,49 €",36,1
B09GSBSHMP,B07JJGTQK4,Arcos Conjunto Cuchillos 3 piezas - Acero Inoxidable Nitrum y Hoja mm. Cuchillo cocina profesional cocinar. 590 gr. Mango ergonómico polioximetileno POM. Serie Universal. Mayor control. Color negro.,807410_,712,10,0.18%,0.12%,"1,181",12,0.22%,0.10%,85.21%,66.67%,34,1,4.78%,10.00%,"1.349,81 €","40,25 €",34,1
B09GSCQQF9,B07G77FNSF,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Postre, Hoja Serrada de Acero Inoxidable NITRUM de 105 mm, Mango Polipropileno Color crema (12 UDS)",370100_,741,14,0.19%,0.17%,"1,029",20,0.19%,0.17%,99.13%,100.00%,38,5,5.13%,35.71%,"693,50 €","91,25 €",31,4
B08NW1VQRT,B08NW1VQRT,CUPERINOX Navaja para Setas y Champiñones | Acero Inoxidable | Con Cepillo y Funda Incluida | Micológica,PE2181,246,5,0.06%,0.06%,366,8,0.07%,0.07%,97.56%,100.00%,41,0,16.67%,0.00%,"417,11 €","0,00 €",31,0
B09F9MH34D,B09F9MH34D,"Arcos Serie Cuchillos de Mesa Chuleteros, Mango de Polipropileno, Hoja 110 mm, Apto para Lavavajillas, Negro, 6 Piezas",805109_6piezas,633,12,0.16%,0.15%,915,16,0.17%,0.14%,99.22%,100.00%,37,2,5.85%,16.67%,"458,89 €","24,42 €",31,1
B0BGRT2BVV,B09G9WBKPG,Arcos Juego de 6 Cuchillos de Mesa Chuleteros Hoja 110 mm Negro 705500,805109_uss,"5,027",109,1.30%,1.35%,"7,737",188,1.41%,1.60%,44.76%,29.17%,31,2,0.62%,1.83%,"429,48 €","27,24 €",31,2
B0DPKXM18X,B0DNQRZ3BN,"CUPERINOX Soporte Jamonero Inoxidable Profesional con Base Antideslizante para Jamones y Paletas, Incluye Cuchillo | Jamoneros Elite Collection",20260_fbm,793,21,0.20%,0.26%,"1,116",25,0.20%,0.21%,99.80%,100.00%,31,0,3.91%,0.00%,"675,89 €","0,00 €",31,0
B08L8MV8XD,B005LR72SK,Arcos Juego de Cuchillos con Bloque Acero Inoxidable 6 piezas,136100_,"6,614",91,1.71%,1.13%,"9,664",118,1.76%,1.00%,11.86%,17.81%,30,1,0.45%,1.10%,"1.348,50 €","44,95 €",30,1
B09NT4VRN7,B0812BKN39,Arcos Juego de Cuchillos Mondadores de 3 Piezas,859800_,"35,406",560,9.14%,6.94%,"48,790",781,8.89%,6.64%,3.85%,8.50%,32,3,0.09%,0.54%,"321,84 €","26,03 €",30,2
B08JCVQ4QL,B08JCVQ4QL,"Arcos Series Niza - Juego de Cuchillos Cocina, 6 Piezas, Cuchillos Verduras 110 mm, + Cuchillo Mesa, Envase 100% Ecológico, Acero Inoxidable NITRUM",809400,"1,250",23,0.32%,0.29%,"1,750",32,0.32%,0.27%,99.67%,100.00%,32,3,2.56%,13.04%,"549,78 €","50,67 €",30,3
B0C4DTYRJW,B071LGMMGV,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (3 Piezas),862600_,"1,793",26,0.46%,0.32%,"2,524",30,0.46%,0.26%,99.69%,100.00%,29,1,1.62%,3.85%,"986,11 €","33,79 €",28,1
B089MW6B1B,B078JNZS9T,Arcos Estuche de 3 Cuchillos Básicos de Cocina. Pack de Cuchillos con Hoja de Acero Inoxidable y Mango de Polieximetileno Aptos para Lavavajillas. Serie Universal. Color Negro,807400_us,"3,590",95,0.93%,1.18%,"5,296",133,0.97%,1.13%,29.91%,34.07%,28,3,0.78%,3.16%,"1.133,72 €","121,47 €",28,3
B089M821V5,B089M821V5,Arcos Cuchillos Carne | 6 pzas | Cuchillos chuleteros Set Cuchillo de Mesa Sierra | Mango Madera | Hoja 110 mm | Cuchillos Carne Mesa | Apto lavavajillas | Envase Carton | Ecologico,815500,"1,429",21,0.37%,0.26%,"1,969",26,0.36%,0.22%,98.43%,100.00%,37,3,2.59%,14.29%,"954,63 €","74,97 €",28,2
B017HKRCGK,B005LR7A1Y,ARCOS Bolsa para Cuchillos 100% Poliéster 460x275 mm,690200_,"2,045",45,0.53%,0.56%,"3,270",64,0.60%,0.54%,14.91%,15.69%,51,26,2.49%,57.78%,"722,29 €","357,50 €",27,3
B0CYTKGNPM,B0843Q6L5P,ARCOS Pelador Profesional Acero Inoxidable Cromado 130 mm,607000_etq,"4,312",147,1.11%,1.82%,"6,541",232,1.19%,1.97%,1.35%,4.86%,27,0,0.63%,0.00%,"168,86 €","0,00 €",26,0
B09DYJY471,B08MQJCD2V,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional | Cuchillos Acero Inoxidable Mango Negro | utensilios de cocina | cuchillo japones Santoku | lavavajillas (4 Piezas),816900,"1,142",16,0.29%,0.20%,"1,560",24,0.28%,0.20%,99.00%,100.00%,26,1,2.28%,6.25%,"675,31 €","25,99 €",26,1
B0DNNKT1W2,B0DNNJPGTY,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (750 ml)",26112,732,18,0.19%,0.22%,976,26,0.18%,0.22%,99.65%,100.00%,27,0,3.69%,0.00%,"461,79 €","0,00 €",26,0
B0714CRSCQ,B0714CRSCQ,Arcos Cuchillo Mondador Negro 100 mm,150300,456,16,0.12%,0.20%,697,20,0.13%,0.17%,67.61%,8.33%,30,0,6.58%,0.00%,"314,70 €","0,00 €",25,0
B07F9GQZCB,B07F9GQZCB,Arcos Cuchillo para Verduras de 4 Pulgadas con Hoja de 105mm en Acero Inoxidable y Mango de Madera. Cuchillo para Vegetales Apto para Lavavajillas. Serie Latina. Color Marrón,100500,518,11,0.13%,0.14%,816,13,0.15%,0.11%,98.56%,100.00%,27,1,5.21%,9.09%,"998,73 €","36,99 €",25,1
B09381N96H,B07G75XCXM,"Arcos Serie Cuchillos de Mesa Caja 12 uds Cuchillo Mesa, Hoja Serrada de Acero Inoxidable NITRUM de 125 mm, Mango Polipropileno Color crema (12 UDS)",370200_fbm,436,11,0.11%,0.14%,666,17,0.12%,0.14%,99.48%,100.00%,27,0,6.19%,0.00%,"539,73 €","0,00 €",25,0
B0752X1ZCK,B07G77NN26,Arcos Cuchillos de Mesa - Caja de 12 uds Cuchillo Chuletero Cuchillo de Mesa - Hoja de Acero Inoxidable NITRUM 110 mm - Mango de Nylon - Color Negro (12 uds),803000,"1,820",48,0.47%,0.60%,"2,849",74,0.52%,0.63%,99.80%,100.00%,26,1,1.43%,2.08%,"753,74 €","28,99 €",25,1
B0DNNKT1W2,B0DNNFJ5J7,"Cuperinox-Tetera de Cristal con Infusor para Té e Infusiones, Resistente al Calor y Compatible con Microondas ** - Infusion Prestige Collection (350 ml)",26110_,"2,115",56,0.55%,0.69%,"2,952",89,0.54%,0.76%,99.66%,100.00%,28,0,1.32%,0.00%,"419,72 €","0,00 €",25,0
B07N8S366Z,B07N8S366Z,Arcos Cuchillo Cocina Forjado en Acero Inoxidable. Hoja Plateada 210 mm. Cuchillo Chef con Mango Profesional Micarta y Borde de Seda Especial. Serie Brooklyn. Color Azul.,190623_,"2,181",28,0.56%,0.35%,"2,876",44,0.52%,0.37%,92.81%,88.46%,25,3,1.15%,10.71%,"1.126,11 €","131,85 €",24,2
B08G8QCM5H,B08G8QCM5H,ARCOS cuchillo pelador | 6 PIEZAS | cuchillo de pelar | cuchillos pelar patatas | Hoja 100 mm | Negro | cuchillo arcos pelador Acero Inoxidable,816500_fbm,"2,255",33,0.58%,0.41%,"2,960",38,0.54%,0.32%,99.96%,100.00%,27,4,1.20%,12.12%,"436,03 €","67,11 €",24,3
B08M99RZRV,B08M99RZRV,Arcos | Cuchillo Jamonero Cuchillo deshuesador | 2 Uds | Set cuchillos jamoneros 250 mm y cuchillo deshuesador (140 mm) jamonero profesional | cuchillo carnicero profesional | Eco,703800,"1,239",17,0.32%,0.21%,"1,559",24,0.28%,0.20%,99.58%,100.00%,24,3,1.94%,17.65%,"959,76 €","119,97 €",24,3
B0C4DTYRJW,B094QVHPQ8,Arcos Juego Cuchillos Cocina Profesionales| Cuchillos Cocina Profesional Set Cuchillos | Mango Negro (4 Piezas),813500FBM,"1,516",18,0.39%,0.22%,"1,990",24,0.36%,0.20%,96.34%,100.00%,29,6,1.91%,33.33%,"1.003,95 €","227,70 €",24,1
B08GSTDWTC,B08LVVQ3ZQ,"Arcos Serie Nova - Cuchillo para pelar, Acero Inoxidable NITRUM, Envase Ecológico, 3 colores Fucsia, Turquesa y Amarillo",703700fbm,801,20,0.21%,0.25%,"1,236",36,0.23%,0.31%,99.10%,100.00%,24,1,3.00%,5.00%,"288,36 €","11,99 €",23,1
B08G8QCM5H,B08G8QCM5H,ARCOS cuchillo pelador | 6 PIEZAS | cuchillo de pelar | cuchillos pelar patatas | Hoja 100 mm | Negro | cuchillo arcos pelador Acero Inoxidable,816500_,"2,255",33,0.58%,0.41%,"2,960",38,0.54%,0.32%,99.96%,100.00%,24,2,1.06%,6.06%,"456,07 €","38,29 €",22,2
B08T5Z4HFS,B08QYQYZHS,"CUPERINOX Cubiertos para marisco | Pinzas para marisco | Tenazas para marisco | 12 Unidades | Cubiertos marisco (Cangrejo, Langosta, Ostras) | Tenedor de marisco con dos dientes inferiores y cuchara.",20023_12pzs,188,8,0.05%,0.10%,271,15,0.05%,0.13%,98.37%,100.00%,25,3,13.30%,37.50%,"430,77 €","54,02 €",22,3
B0D73CM824,B0D73CM824,"Arcos Cuchillo Mesa | Cuchillo Chuletero | Cuchillo Carne| Cuchillo de Mesa | Pack 12 Unidades| Hoja de Acero Inoxidable115 mm, Mango de Polipropileno Color Negro",740000_fbm,"1,377",20,0.36%,0.25%,"1,856",28,0.34%,0.24%,98.45%,78.57%,25,0,1.82%,0.00%,"654,50 €","0,00 €",22,0
B06XB92VRH,B07T6J5JWM,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 12 Tazas,25035,503,11,0.13%,0.14%,752,17,0.14%,0.14%,77.92%,100.00%,21,0,4.17%,0.00%,"587,79 €","0,00 €",21,0
B08Q7W1Q4K,B08Q7W1Q4K,"Tradineur - Pack de 2 Graseras de metal de Ø 9,3 x 11 cm - Incluye filtro, asa y tapa - Aceitera con colador para conservación de aceite de acero inoxidable - Capacidad de 550 ml",22105+22106,249,3,0.06%,0.04%,352,3,0.06%,0.03%,100.00%,0.00%,21,0,8.43%,0.00%,"230,79 €","0,00 €",21,0
B09KJLG7BT,B098TFPYLY,CUPERINOX Jamonero profesional Gondola | tabla jamon | Cuchillo Jamonero Alveolos Acero Inox + Cubre Jamón Universal | Set cortar jamón (3 PZAS) | Sujeta jamones | tabla jamonero,20228FBM,369,7,0.10%,0.09%,532,13,0.10%,0.11%,100.00%,100.00%,21,0,5.69%,0.00%,"632,20 €","0,00 €",21,0
B017HKR8WS,B005LR7EP6,ARCOS Afilador de Cuchillos Profesional ABS,610000,"6,082",137,1.57%,1.70%,"8,406",197,1.53%,1.68%,8.37%,15.83%,22,2,0.36%,1.46%,"1.450,78 €","130,98 €",20,2
B08J488ZQG,B0987N2CBR,Arcos Juego Cuchillos Carne | 6 Piezas | Cuchillos carne cuchillo chuleteros | cubiertos acero inoxidable | Hoja 110 mm | mango monobloque | aptos lavavajillas | Caja Envase Ecológico,814000_fba,676,21,0.17%,0.26%,839,22,0.15%,0.19%,99.86%,100.00%,22,0,3.25%,0.00%,"615,78 €","0,00 €",20,0
B09N7S17J6,B09D3YRGL9,"CUPERINOX Navaja Plegable Multiusos – Hoja de Acero Inoxidable 80 mm (Filo Liso + Serrado), Punta Rompevidrios, Apertura Rápida, Clip de Cinturón, Herramienta para Camping, Caza, Pesca y Supervivencia",30061_,976,16,0.25%,0.20%,"1,485",19,0.27%,0.16%,98.20%,100.00%,20,1,2.05%,6.25%,"199,80 €","9,99 €",20,1
B09RP6V156,B09RP6V156,"CUPERINOX® Alicates para pedicura, Profesional, Cortaúñas de Pies, Acero Inoxidable, Mango Ergonómico Antideslizante, Fácil Limpieza, Con Funda, 2 Años de Garantía",21920AM,253,8,0.07%,0.10%,393,9,0.07%,0.08%,98.30%,100.00%,22,4,8.70%,50.00%,"218,13 €","38,31 €",20,2
B00W9SPO5M,B00W9SPO5M,Arcos Tijeras de Modista de Acero Forjado 178 mm - Uso Profesional y Doméstico - Niqueladas en Plata - Serie Style,504200,168,4,0.04%,0.05%,250,6,0.05%,0.05%,80.53%,80.00%,20,1,11.90%,25.00%,"282,30 €","13,99 €",19,1
B06XB92VRH,B00YU2ZS1A,CUPERINOX Cafetera Italiana Induccion Espresso Acero Inoxidable 6 Tazas,25033_,304,7,0.08%,0.09%,424,10,0.08%,0.09%,91.07%,0.00%,19,0,6.25%,0.00%,"301,18 €","0,00 €",19,0
B0937XXT33,B01CQT1B5U,"Arcos Cuchillos de Mesa Juego de Cuchillos Chuleteros Cuchillos de Mesa, Monoblock de una pieza de Acero Inoxidable 110 mm, Color Plata (12 uds)",702000_us,515,14,0.13%,0.17%,759,22,0.14%,0.19%,84.31%,100.00%,22,0,4.27%,0.00%,"1.055,78 €","0,00 €",19,0
