Región,Nombre de la campaña,ID de la campaña,País,Código de estado,Estado,Tipo,Segmentación,Fecha de inicio de la campaña,Fecha de finalización de la campaña,Importe del presupuesto de la campaña (convertido),Importe del presupuesto de la campaña,CPM (convertido),CPM,Ajuste de la puja por el top de búsquedas,Clics,CTR,Coste total (convertido),Coste total,CPC (convertido),CPC,Vistas de páginas de detalles del producto (nuevos para la marca),Añadir a la cesta,Añadir a la cesta (nuevos para la marca),Búsquedas de marca,Búsquedas de marca (nuevos para la marca),Vistas a la página de la Brand Store (nuevos para la marca),Compras,Ventas (convertido),Ventas,ROAS,Porcentaje de impresiones del top de búsquedas
EN PAUSA,MULTIUSOS BIOLEAF,A096628520WR95CJLLWHL,España,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,12/02/2026,,"5,00 €","5,00 €",,,0,1023,"0,0042","421,97 €","421,97 €","0,41 €","0,41 €",0,0,0,0,0,0,58,"533,55 €","533,55 €",1.2644263810223468,<5%
ACTIVADA,AZ - SP - VINFER-Insecticidas - PT - Wins_Concentrado_Amoniacal,A0496192WQW6KEVFNMYI,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,16/02/2026,,"5,00 €","5,00 €",,,"0,10",61,"0,0045","10,77 €","10,77 €","0,18 €","0,18 €",0,0,0,0,0,0,2,"24,78 €","24,78 €",2.300835654596101,"5,97%"
EN PAUSA,AZ - SP - BIOLEAF - GEL WC/DESINCRUSTANTE - AUTO,A02438402NNV9WQMJRB44,España,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,12/02/2026,,"5,00 €","5,00 €",,,"0,50",542,"0,0023","218,24 €","218,24 €","0,40 €","0,40 €",0,0,0,0,0,0,40,"484,04 €","484,04 €",2.217925219941349,<5%
EN PAUSA,DESINCRUSTANTE BIOLEAF,A061992633YSDP0L9WVNW,España,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,12/02/2026,,"5,00 €","5,00 €",,,"0,10",800,"0,0027","467,42 €","467,42 €","0,58 €","0,58 €",0,0,0,0,0,0,47,"516,20 €","516,20 €",1.1043601044028915,<5%
ACTIVADA,AZ - SP - BIOLEAF - DESENGRASANTE COCINA - AUTO,A09583173B05WT7VR4ZML,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,12/02/2026,,"5,00 €","5,00 €",,,"0,25",190,"0,0023","91,23 €","91,23 €","0,48 €","0,48 €",0,0,0,0,0,0,10,"105,61 €","105,61 €",1.1576235887317774,<5%
EN PAUSA,PRIME_DAY_842300,A02257072LZZL32MO91G9,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,13/10/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,PRIME_DAY_845500,A0618281AZ47QJXJV318,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,13/10/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,PRIME_DAY_843900,A04194203VMG1IIC25VHD,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,13/10/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - Insecticidas Avispas - PT,A03288742CFMIAM0HWR50,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,18/04/2026,,"10,00 €","10,00 €",,,"0,02",1182,"0,0030","541,10 €","541,10 €","0,46 €","0,46 €",0,0,0,0,0,0,152,"3541,46 €","3541,46 €",6.544927000554423,<5%
EN PAUSA,AZ - SP - LIMPIACRISTALES - KW,A0933354232HV9X5TFRN0,España,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/05/2026,,"5,00 €","5,00 €",,,"0,25",21,"0,0034","9,48 €","9,48 €","0,45 €","0,45 €",0,0,0,0,0,0,1,"8,26 €","8,26 €",0.871308016877637,<5%
EN PAUSA,AZ - SP - BIOLEAF -GEL WC/DESINCRUSTANTE - KW,A09717497RNH4FX9PJHQ,España,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/05/2026,,"10,00 €","10,00 €",,,"0,50",50,"0,0025","25,96 €","25,96 €","0,52 €","0,52 €",0,0,0,0,0,0,1,"8,26 €","8,26 €",0.3181818181818181,<5%
EN PAUSA,AZ - SB - BIOLEAF - COL - KW,A05250643844EBU1ZJ673,España,CAMPAIGN_PAUSED,En pausa,SB,MANUAL,08/05/2026,,"5,00 €","5,00 €",,,0,76,"0,0723","23,14 €","23,14 €","0,30 €","0,30 €",0,0,0,0,0,0,15,"130,06 €","130,06 €",5.620570440795162,"77,97%"
ACTIVADA,AZ - SP - BIOLEAF - DESENGRASANTE COCINA - KW,A02920322PR1YIRK5S8YM,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,08/05/2026,,"5,00 €","5,00 €",,,"0,50",10,"0,0029","5,53 €","5,53 €","0,55 €","0,55 €",0,0,0,0,0,0,1,"8,26 €","8,26 €",1.4936708860759496,<5%
ACTIVADA,AZ - SP - BIOLEAF - KW - Brand,A071539326AKM2RG7VUCI,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,08/05/2026,,"10,00 €","10,00 €",,,"0,50",814,"0,0136","226,74 €","226,74 €","0,28 €","0,28 €",0,0,0,0,0,0,185,"1796,82 €","1796,82 €",7.924583223074884,>95%
EN PAUSA,AZ - SP - BIOLEAF - GEL WC/DESINCRUSTANTE - PT,A008296734B95F8BSTGM5,España,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,14/05/2026,,"5,00 €","5,00 €",,,0,112,"0,0040","57,04 €","57,04 €","0,51 €","0,51 €",0,0,0,0,0,0,9,"101,31 €","101,31 €",1.7761220196353442,<5%
EN PAUSA,AZ - SP - LIMPIACRISTALES - PT,A03544672D9E5KHB1Z0NY,España,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,14/05/2026,,"5,00 €","5,00 €",,,0,24,"0,0038","25,00 €","25,00 €","1,04 €","1,04 €",0,0,0,0,0,0,1,"8,26 €","8,26 €",0.33039999999999997,<5%
ACTIVADA,AZ - SP - PACKS - AUTO,A08231871N9MCDLXYFFF,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,21/05/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - BIOLEAF - LIMPIADOR MULTIUSOS - AUTO,A0212120EQ03ZXMMFS8L,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,21/05/2026,,"5,00 €","5,00 €",,,"0,50",209,"0,0021","81,24 €","81,24 €","0,39 €","0,39 €",0,0,0,0,0,0,9,"104,07 €","104,07 €",1.2810192023633675,<5%
EN PAUSA,AZ - SP - BIOLEAF - DESENGRASANTE COCINA - PT,A05871301U45I4FBLMGSO,España,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,21/05/2026,,"5,00 €","5,00 €",,,"0,50",55,"0,0030","27,84 €","27,84 €","0,51 €","0,51 €",0,0,0,0,0,0,4,"72,70 €","72,70 €",2.6113505747126435,<5%
ACTIVADA,AZ - SP - BIOLEAF - AUTO - (Low),A0119225FKSKQW3CS10B,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,21/05/2026,,"3,00 €","3,00 €",,,0,79,"0,0019","2,93 €","2,93 €","0,04 €","0,04 €",0,0,0,0,0,0,8,"80,12 €","80,12 €",27.34470989761092,<5%
ACTIVADA,AZ - SP - Detergente Biberones - AUTO,A05640673IRKNDRM2K7FG,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,05/06/2026,,"5,00 €","5,00 €",,,0,165,"0,0039","23,28 €","23,28 €","0,14 €","0,14 €",0,0,0,0,0,0,7,"82,60 €","82,60 €",3.5481099656357395,<5%
ACTIVADA,AZ - SP - Emplatadores - AUTO,A0098706HYXDBXAMF2VF,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,05/06/2026,,"5,00 €","5,00 €",,,0,66,"0,0290","11,07 €","11,07 €","0,17 €","0,17 €",0,0,0,0,0,0,6,"147,26 €","147,26 €",13.302619692863592,"10,01%"
ACTIVADA,AZ - SB - BIOLEAF - DESENGRASANTE COCINA - COL - KW,A104193210W2IJ2ZTIEP4,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SB,MANUAL,11/06/2026,,"5,00 €","5,00 €",,,0,27,"0,0154","8,04 €","8,04 €","0,30 €","0,30 €",0,0,0,0,0,0,3,"40,89 €","40,89 €",5.085820895522388,"34,95%"
ACTIVADA,AZ - SB - BIOLEAF - GEL WC/DESINCRUSTANTE - COL - KW,A02981962QDEKOO8WB2VP,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SB,MANUAL,11/06/2026,,"5,00 €","5,00 €",,,0,52,"0,0083","22,52 €","22,52 €","0,43 €","0,43 €",0,0,0,0,0,0,6,"71,45 €","71,45 €",3.1727353463587917,"25,05%"
ACTIVADA,AZ - SP - Friegasuelos Insecticida - KW,A10441313EROKGCLZNYL,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,11/06/2026,,"10,00 €","10,00 €",,,"0,75",1474,"0,0125","687,02 €","687,02 €","0,47 €","0,47 €",0,0,0,0,0,0,120,"1603,90 €","1603,90 €",2.3345754126517426,"36,88%"
ACTIVADA,AZ - SP - CUPERINOX - Alicates cortauñas - KW,A0291011135D1YILQQ2KA,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,16/06/2026,,"7,00 €","7,00 €",,,"1,00",34,"0,0117","11,33 €","11,33 €","0,33 €","0,33 €",0,0,0,0,0,0,5,"53,26 €","53,26 €",4.700794351279788,<5%
ACTIVADA,AZ - SP - CUPERINOX - Insecticida Hormigas y Cucarachas PACK 3 - PT - ATQ,A09370011G4GN4BVDL44U,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,16/06/2026,,"5,00 €","5,00 €",,,"0,50",643,"0,0056","212,97 €","212,97 €","0,33 €","0,33 €",0,0,0,0,0,0,70,"982,13 €","982,13 €",4.611588486641312,<5%
ACTIVADA,AZ - SP - Friegasuelos Insecticida - PT,A07566403UVDGLPIPTGYN,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,12/06/2026,,"5,00 €","5,00 €",,,"0,25",843,"0,0109","325,20 €","325,20 €","0,39 €","0,39 €",0,0,0,0,0,0,74,"952,36 €","952,36 €",2.9285362853628527,"9,38%"
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos cocina - KW,A0009859PS969RW1FSW,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/06/2026,,"5,00 €","5,00 €",,,"0,50",277,"0,0126","117,78 €","117,78 €","0,43 €","0,43 €",0,0,0,0,0,0,11,"270,20 €","270,20 €",2.2941076583460682,"5,40%"
ACTIVADA,AZ - SP - CUPERINOX - Cortauñas - KW,A016920129CPGY7FPADSY,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,16/06/2026,,"5,00 €","5,00 €",,,"1,00",23,"0,0080","5,30 €","5,30 €","0,23 €","0,23 €",0,0,0,0,0,0,2,"16,92 €","16,92 €",3.192452830188679,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos cocina profesional - KW,A09304052C2BGFO5A8QFX,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/06/2026,,"5,00 €","5,00 €",,,"1,20",89,"0,0137","42,94 €","42,94 €","0,48 €","0,48 €",0,0,0,0,0,0,9,"215,99 €","215,99 €",5.030041918956683,"8,33%"
ACTIVADA,AZ - SP - CUPERINOX - Aceiteras Antigoteo - KW,A07926153VE9EE9H09490,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,16/06/2026,,"10,00 €","10,00 €",,,"1,05",154,"0,0170","63,88 €","63,88 €","0,41 €","0,41 €",0,0,0,0,0,0,34,"410,30 €","410,30 €",6.422980588603633,<5%
ACTIVADA,AZ - SP - CUCHILLOS NIÑOS - KW,A0678433GMWIKYK5IJKT,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,18/06/2026,,"5,00 €","5,00 €",,,"0,25",63,"0,0172","23,12 €","23,12 €","0,37 €","0,37 €",0,0,0,0,0,0,7,"67,71 €","67,71 €",2.9286332179930796,"10,79%"
ACTIVADA,AZ - SP - Insecticida polillas - KW,A04788162K17JY3K1M8FZ,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"10,00 €","10,00 €",,,"0,25",64,"0,0066","18,68 €","18,68 €","0,29 €","0,29 €",0,0,0,0,0,0,6,"74,33 €","74,33 €",3.979122055674519,<5%
ACTIVADA,AZ - SP - CUPERINOX - Tetera - PT - ATQ,A08233393LSHFRX3EB9HJ,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,23/06/2026,,"5,00 €","5,00 €",,,0,325,"0,0099","66,70 €","66,70 €","0,21 €","0,21 €",0,0,0,0,0,0,20,"335,11 €","335,11 €",5.024137931034482,<5%
ACTIVADA,AZ - SP - CUPERINOX - Tetera - AUTO,A0180276NZM4W4KNXF15,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,23/06/2026,,"5,00 €","5,00 €",,,0,121,"0,0075","17,22 €","17,22 €","0,14 €","0,14 €",0,0,0,0,0,0,10,"154,06 €","154,06 €",8.946573751451798,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cafetera - KW,A02265321HK2RXT0NSYZX,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,23/06/2026,,"5,00 €","5,00 €",,,"0,50",744,"0,0067","193,07 €","193,07 €","0,26 €","0,26 €",0,0,0,0,0,0,37,"610,92 €","610,92 €",3.1642409488786445,"18,82%"
ACTIVADA,AZ - SP - CUPERINOX - Cafetera - PT - ATQ,A078297622PO78YZK46JR,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,23/06/2026,,"5,00 €","5,00 €",,,0,855,"0,0061","183,55 €","183,55 €","0,21 €","0,21 €",0,0,0,0,0,0,24,"394,08 €","394,08 €",2.146989921002452,"7,59%"
ACTIVADA,AZ - SP - CUPERINOX - Cafetera - AUTO,A073523212JV9SHX5UGST,Italia,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,AUTOMATIC,23/06/2026,,"5,00 €","5,00 €",,,"0,50",1177,"0,0047","170,89 €","170,89 €","0,15 €","0,15 €",0,0,0,0,0,0,50,"964,43 €","964,43 €",5.6435718883492285,<5%
ACTIVADA,AZ - SP - CUPERINOX - Tetera - KW,A0181905174ESCMT2PZIM,Italia,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,23/06/2026,,"5,00 €","5,00 €",,,"1,00",598,"0,0140","153,50 €","153,50 €","0,26 €","0,26 €",0,0,0,0,0,0,43,"664,70 €","664,70 €",4.33029315960912,"24,02%"
ACTIVADA,AZ - SP - Repelente mosquitos y garrapatas - KW,A10120843JUJ4UIFT828G,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"5,00 €","5,00 €",,,"1,00",39,"0,0287","8,37 €","8,37 €","0,21 €","0,21 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
ACTIVADA,AZ - SP - Insecticida moscas y mosquitos - PT - ATQ,A034603035AVG5CPVPFHP,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"5,00 €","5,00 €",,,0,124,"0,0087","26,20 €","26,20 €","0,21 €","0,21 €",0,0,0,0,0,0,26,"313,17 €","313,17 €",11.953053435114501,<5%
ACTIVADA,AZ - SP - Insecticidas Avispas - KW,A0453009K7JU8064CBGV,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"10,00 €","10,00 €",,,"0,20",467,"0,0035","373,84 €","373,84 €","0,80 €","0,80 €",0,0,0,0,0,0,69,"1756,73 €","1756,73 €",4.699149368713889,"9,30%"
ACTIVADA,AZ - SP - Insecticida hormigas y cucarachas - KW,A03431861L140VEX9T09J,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"15,00 €","15,00 €",,,"1,15",815,"0,0045","268,70 €","268,70 €","0,33 €","0,33 €",0,0,0,0,0,0,108,"1391,87 €","1391,87 €",5.180014886490509,"5,63%"
ACTIVADA,AZ - SP - Insecticida hormigas y cucarachas - PT - ATQ - Hormigas,A03069671WH2UFZCZT05E,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"5,00 €","5,00 €",,,"0,50",347,"0,0085","304,02 €","304,02 €","0,88 €","0,88 €",0,0,0,0,0,0,71,"944,76 €","944,76 €",3.107558713242551,"6,61%"
ACTIVADA,AZ - SP - Insecticida moscas y mosquitos - KW,A06558214I85JLJOI9QE,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"10,00 €","10,00 €",,,"1,00",294,"0,0044","110,58 €","110,58 €","0,38 €","0,38 €",0,0,0,0,0,0,52,"683,71 €","683,71 €",6.182944474588534,<5%
ACTIVADA,AZ - SP - Repelente mosquitos y garrapatas - PT - ATQ,A09358779RT2BRICTWV5,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"5,00 €","5,00 €",,,0,140,"0,0094","34,88 €","34,88 €","0,25 €","0,25 €",0,0,0,0,0,0,8,"67,72 €","67,72 €",1.9415137614678897,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos niños - KW,A04857523GRMTNYRI5S90,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,29/06/2026,,"5,00 €","5,00 €",,,"1,00",73,"0,0095","19,14 €","19,14 €","0,26 €","0,26 €",0,0,0,0,0,0,6,"98,34 €","98,34 €",5.13793103448276,"14,91%"
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos niños - PT - ATQ,A048446015DRR5ROYJ33F,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,29/06/2026,,"5,00 €","5,00 €",,,0,77,"0,0110","16,89 €","16,89 €","0,22 €","0,22 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,"7,65%"
ACTIVADA,AZ - SP - Insecticida polillas - PT,A0869990WIO3D9LPMFVU,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/06/2026,,"10,00 €","10,00 €",,,0,412,"0,0263","330,35 €","330,35 €","0,80 €","0,80 €",0,0,0,0,0,0,51,"551,64 €","551,64 €",1.6698652943847443,"19,19%"
EN PAUSA,AZ - SP - CUPERINOX - Cortauñas - KW,A00608953CZTQHRMNAR1O,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,20",26,"0,0030","15,97 €","15,97 €","0,61 €","0,61 €",0,0,0,0,0,0,3,"23,50 €","23,50 €",1.4715090795241077,<5%
EN PAUSA,AZ - SP - CUPERINOX-Teteras - KW,A07364561KDJJQ07PQPGB,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,0,218,"0,0084","148,90 €","148,90 €","0,68 €","0,68 €",0,0,0,0,0,0,25,"401,52 €","401,52 €",2.6965748824714586,<5%
EN PAUSA,AZ - SP - CUPERINOX-Teteras - PT,A0736176C8I4G9XB1SS7,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,0,222,"0,0132","149,71 €","149,71 €","0,67 €","0,67 €",0,0,0,0,0,0,17,"294,84 €","294,84 €",1.9694075212076687,<5%
EN PAUSA,AZ - SP - CUPERINOX-Teteras - AUTO (Cercanas),A08808381L369JE7M77YN,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,0,107,"0,0096","38,58 €","38,58 €","0,36 €","0,36 €",0,0,0,0,0,0,5,"81,48 €","81,48 €",2.1119751166407466,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cuchillos Niños - KW,A0703765O5QOQD6TN4U1,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,20",2,"0,0009","0,95 €","0,95 €","0,48 €","0,48 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cuchillería Cocina - AUTO,A028801528TW8WVH94R1K,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,20",1,"0,0008","0,59 €","0,59 €","0,59 €","0,59 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cafetera - AUTO,A0473380BB77E42H36NT,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,10",99,"0,0085","30,71 €","30,71 €","0,31 €","0,31 €",0,0,0,0,0,0,2,"31,42 €","31,42 €",1.023119505047216,<5%
EN PAUSA,AZ - SP - CUPERINOX - Cuchillos cocina - KW,A07642242JPXA35555LCV,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,20",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,"11,11%"
EN PAUSA,AZ - SP - CUPERINOX-Cafetera - PT,A0044571GAFQ6T0CD8FC,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,0,302,"0,0107","177,20 €","177,20 €","0,59 €","0,59 €",0,0,0,0,0,0,11,"226,08 €","226,08 €",1.2758465011286682,<5%
EN PAUSA,AZ - SP - CUPERINOX - Alicates cortauñas - KW,A052269637KGYEZDN8RR7,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,20",3,"0,0010","1,98 €","1,98 €","0,66 €","0,66 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cuchillería Cocina - PT - SET CUCHILLOS_PRODUCTO,A0648626OCNY68PXSCXE,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"1,01 €","1,01 €",,,"0,20",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,AZ - SP - CUPERINOX - Cuchillos cocina profesional - KW,A01985562CGKP8CUYIRX9,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,20",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,AZ - SP - CUPERINOX-Aceiteras - AUTO,A07614761DZ6ORRB6LT5X,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,10",284,"0,0052","84,34 €","84,34 €","0,30 €","0,30 €",0,0,0,0,0,0,33,"433,34 €","433,34 €",5.138012805311833,<5%
EN PAUSA,AZ - SP - CUPERINOX-Jamoneros - AUTO - 20250-65-70 CON cuchillo,A047506167E1S0S3GAI0,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,20",8,"0,0054","1,02 €","1,02 €","0,13 €","0,13 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cortauñas - AUTO - A1004,A0332258195PXFNQDE7DW,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,20",1,"0,0022","0,52 €","0,52 €","0,52 €","0,52 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX - Aceiteras Antigoteo - KW,A01485052CVMRU2Z46Q6A,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,10",143,"0,0083","74,36 €","74,36 €","0,52 €","0,52 €",0,0,0,0,0,0,23,"261,23 €","261,23 €",3.5130446476600317,<5%
EN PAUSA,AZ - SP - CUPERINOX-Jamoneros - AUTO - 20250-60-65-70 SIN cuchillo,A0435197389KU74RXVOUX,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,20",1,"0,0015","0,07 €","0,07 €","0,07 €","0,07 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
EN PAUSA,AZ - SP - CUPERINOX-Cortauñas - AUTO - 21920,A09362653RPVDVSAK99MT,Alemania,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,08/07/2026,,"5,00 €","5,00 €",,,"0,20",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,AZ - SP - CUPERINOX-Cafetera - KW,A0800424CBM8HKL44TE7,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,08/07/2026,,"5,00 €","5,00 €",,,"0,10",300,"0,0075","113,96 €","113,96 €","0,38 €","0,38 €",0,0,0,0,0,0,6,"104,02 €","104,02 €",0.9127764127764126,<5%
ACTIVADA,AZ - SP - Insecticida hormigas y cucarachas - PT - ATQ - Cucarachas,A01487093HO1A5UD8H242,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,13/07/2026,,"5,00 €","5,00 €",,,0,158,"0,0060","42,24 €","42,24 €","0,27 €","0,27 €",0,0,0,0,0,0,22,"329,51 €","329,51 €",7.800899621212122,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos Mesa - KW,A02194443R10SGYP0URWN,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,13/07/2026,,"10,00 €","10,00 €",,,"1,20",213,"0,0092","76,27 €","76,27 €","0,36 €","0,36 €",0,0,0,0,0,0,24,"503,45 €","503,45 €",6.600891569424414,"32,39%"
ACTIVADA,AZ - SP - CUPERINOX - Cuchillos de mesa - PT - ATQ,A02151322LTL0H72DX1ZE,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,14/07/2026,,"10,00 €","10,00 €",,,0,235,"0,0164","58,68 €","58,68 €","0,25 €","0,25 €",0,0,0,0,0,0,32,"683,32 €","683,32 €",11.644853442399455,"5,63%"
ACTIVADA,AZ - SP - CUPERINOX - Aceiteras - PT - ATQ,A03397113RROIBRP77V8P,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,14/07/2026,,"7,00 €","7,00 €",,,0,80,"0,0116","19,58 €","19,58 €","0,24 €","0,24 €",0,0,0,0,0,0,11,"124,52 €","124,52 €",6.359550561797753,<5%
